return_id,order_item_id,refund
221,359839,1877
222,596927,3109
223,173595,1491
224,158258,4481
225,377444,2494
226,259720,516
227,446958,2907
228,205653,441
229,6076,1112
230,575167,1277
231,316907,660
232,297513,4015
233,520651,1321
234,62194,2524
235,152652,3357
236,150625,3228
237,375545,2914
238,583282,689
239,189532,3778
240,202827,4492
241,45623,3249
242,286345,4274
243,248823,126
244,118731,4521
245,536973,4714
246,472322,4377
247,284542,1882
248,267933,4293
249,371605,4634
250,4021,2804
251,512586,3086
252,319036,970
253,379277,1778
254,183041,602
255,89194,1419
256,377697,4371
257,220913,3772
258,397432,756
259,559282,4813
260,378855,2302
261,240535,4944
262,583438,3511
263,339515,3132
264,118653,2107
265,456757,2335
266,295429,3190
267,522166,4566
268,67538,3985
269,41442,2467
270,523308,1323
271,427091,2022
272,100552,1936
273,414655,3165
274,443365,639
275,194763,3792
276,568860,2036
277,291824,1075
278,257794,4238
279,343627,2892
280,436351,2348
281,360764,697
282,190427,3964
283,209422,382
284,65511,4875
285,445355,366
286,21307,660
287,394781,4476
288,367155,3582
289,21542,2723
290,334338,280
291,593507,2508
292,535427,3115
293,19300,3974
294,327480,406
295,333380,3296
296,279220,556
297,214753,2896
298,172735,377
299,482273,719
300,115599,4938
301,133319,987
302,542768,4005
303,234168,2933
304,411501,349
305,229811,3013
306,264607,1705
307,357106,1035
308,525488,3045
309,67821,2837
310,328497,1472
311,274289,4158
312,462771,441
313,355320,934
314,390608,2542
315,83395,3288
316,412201,3022
317,383245,2324
318,270208,2328
319,264621,1242
320,34812,3658
321,309184,219
322,254001,1700
323,191555,1638
324,387442,3835
325,496984,2806
326,507955,3723
327,473278,335
328,1605,3827
329,181835,3344
330,502677,4222
331,60513,3646
332,568930,4782
333,241638,1825
334,516089,4983
335,426927,2644
336,251684,409
337,556615,4133
338,293794,1344
339,508208,1655
340,275241,1126
341,305364,693
342,163537,3082
343,142006,1623
344,580280,1197
345,2549,1878
346,13319,3683
347,558177,3606
348,416656,3823
349,507952,2697
350,225619,238
351,520665,4596
352,187187,3887
353,327782,2441
354,132851,1988
355,483776,1800
356,389763,3607
357,297295,4481
358,32474,3831
359,120545,4821
360,102464,4318
361,3453,3176
362,486142,3850
363,116266,4255
364,164919,1850
365,194377,2443
366,561320,1066
367,244192,4576
368,195016,2854
369,232249,3995
370,294229,1919
371,159076,4868
372,243531,1182
373,519920,952
374,416644,1461
375,153465,4858
376,185934,3312
377,526346,1942
378,199349,3578
379,18391,2981
380,236158,4263
381,274037,3738
382,218390,189
383,469950,3016
384,89479,3611
385,479686,1289
386,516593,4601
387,275699,3954
388,428626,3378
389,6565,3993
390,599449,1433
391,158156,3941
392,337911,2170
393,175005,1809
394,86871,1158
395,17238,4252
396,226657,1487
397,586295,2815
398,537885,4516
399,389104,4788
400,422912,529
401,520260,2168
402,393020,2721
403,276403,4914
404,486845,1741
405,289524,4135
406,408409,2632
407,59682,385
408,239110,3673
409,189849,1540
410,104046,795
411,164370,2116
412,460450,320
413,176248,3183
414,143499,2003
415,371338,3932
416,481702,2076
417,338532,602
418,20094,3816
419,417017,4603
420,127276,4815
421,339583,562
422,524524,4185
423,174777,4973
424,523080,1845
425,448870,4415
426,57626,1440
427,408672,2304
428,479304,3810
429,262736,1896
430,332589,817
431,72373,2890
432,222156,1554
433,85422,2264
434,265740,792
435,135219,4180
436,23351,2868
437,502485,4991
438,448411,1843
439,493802,3683
440,462878,1591
441,381951,2025
442,215601,2867
443,459673,1061
444,85748,1142
445,424068,3206
446,267397,1216
447,234967,2155
448,97810,3249
449,465606,2145
450,343570,159
451,451815,4453
452,511131,1790
453,523901,1912
454,553187,4375
455,134146,4181
456,253198,2709
457,549083,4871
458,307480,3899
459,525467,1650
460,424330,2288
461,108344,773
462,588013,1640
463,185476,4527
464,173104,3289
465,358247,2498
466,339118,2409
467,525017,932
468,183247,3992
469,583186,2349
470,57697,3791
471,279740,2484
472,597051,2403
473,561432,840
474,242847,1259
475,120636,2818
476,330679,3649
477,391775,3796
478,325029,1701
479,380870,359
480,283008,2466
481,489376,2866
482,337113,180
483,449856,1100
484,543541,2279
485,205890,373
486,15465,3523
487,71302,2795
488,112992,1107
489,113022,705
490,65783,2272
491,292823,329
492,507103,3675
493,103627,582
494,247175,3348
495,536999,4342
496,540651,2133
497,567998,4166
498,358069,3576
499,491545,2400
500,161201,2656
501,362304,2501
502,361419,2341
503,21237,4236
504,516631,4501
505,236377,3344
506,373326,1053
507,119580,904
508,5819,2770
509,145228,2987
510,221719,2620
511,391829,4081
512,155117,2997
513,299322,1943
514,447305,892
515,504794,3779
516,39757,3256
517,119066,2946
518,346981,1197
519,120209,1553
520,15022,3457
521,88750,302
522,143290,173
523,553069,4769
524,375260,3037
525,65917,2988
526,388271,3028
527,522098,2378
528,591813,1798
529,365832,826
530,345857,1996
531,212561,3502
532,503713,4283
533,134443,1474
534,278493,3406
535,435841,1834
536,396786,2164
537,550642,2276
538,364854,2087
539,119510,1439
540,124179,3838
541,350920,4114
542,131811,2429
543,229881,3918
544,37111,4192
545,98531,843
546,341071,601
547,289318,3472
548,584535,1000
549,393724,1066
550,553240,3807
551,303364,2879
552,288613,337
553,169783,3219
554,520759,4799
555,479705,766
556,539316,2357
557,236905,1601
558,77301,2870
559,228663,3250
560,538844,1868
561,163016,1896
562,458619,2056
563,56313,996
564,293245,2231
565,225900,776
566,394557,2830
567,117049,4293
568,547750,4445
569,488066,3416
570,431220,2502
571,185342,2613
572,488236,1334
573,510877,2148
574,524061,4839
575,112229,4003
576,540102,1211
577,57130,2513
578,339332,2185
579,29658,4649
580,209797,1593
581,162779,699
582,424506,2134
583,550752,4030
584,160151,3584
585,210041,4660
586,53937,4212
587,250370,4490
588,115103,1392
589,461341,356
590,64981,4835
591,354670,231
592,237301,293
593,387664,1067
594,298079,3259
595,471548,1946
596,312438,4337
597,451517,1236
598,453469,4783
599,362900,1853
600,449408,522
601,136791,3072
602,353604,4524
603,446688,4708
604,222294,182
605,201285,3814
606,193773,354
607,453124,255
608,530106,192
609,565181,4633
610,129069,4387
611,336376,1150
612,520680,2470
613,111245,1239
614,501589,2674
615,586733,1652
616,173975,2501
617,36224,1446
618,420347,3135
619,429508,274
620,113422,2753
621,146912,2373
622,73989,1858
623,427257,3187
624,379317,2073
625,355298,2350
626,142458,2227
627,529105,1367
628,191233,3303
629,202524,872
630,243896,1580
631,585833,1860
632,382751,2256
633,575564,661
634,529795,2411
635,367335,761
636,91591,3388
637,39363,632
638,291383,1041
639,570951,381
640,164041,847
641,551452,2015
642,169103,4590
643,261397,633
644,109969,1663
645,159654,2554
646,345060,2742
647,64750,1417
648,13964,3702
649,318444,237
650,586111,3641
651,576850,1956
652,173802,1116
653,40418,945
654,91057,4230
655,67203,383
656,40432,3518
657,493551,510
658,261458,4058
659,93496,2106
660,189249,1688
661,255490,2020
662,571241,3183
663,510674,3858
664,515023,629
665,444377,3097
666,563599,4048
667,84169,407
668,461675,3658
669,474933,3096
670,534478,2400
671,187793,3715
672,345034,4782
673,355036,4690
674,285726,3620
675,448995,4022
676,62441,1930
677,63762,722
678,133500,3456
679,126110,3489
680,189558,858
681,257606,702
682,154454,1457
683,570106,4710
684,233270,2262
685,239042,2987
686,50895,3003
687,595551,1397
688,302535,1313
689,575950,382
690,359315,1114
691,63346,166
692,65044,4436
693,580386,1454
694,298603,4994
695,585559,956
696,253837,4816
697,360896,2757
698,332698,4730
699,397052,1648
700,215076,4333
701,247669,482
702,364917,1710
703,583897,1287
704,588554,4648
705,149342,4461
706,486061,4526
707,17985,4921
708,39925,4423
709,449211,2978
710,13349,2450
711,351804,4584
712,151256,692
713,526720,1717
714,316359,4040
715,239996,4434
716,226243,2963
717,471427,2086
718,590373,612
719,262463,2806
720,2876,4255
721,391620,4995
722,115707,1654
723,527884,4401
724,82528,2215
725,449184,362
726,86072,2295
727,389297,3760
728,368256,4414
729,530980,4101
730,184195,2408
731,177252,1568
732,547787,4526
733,209525,3917
734,104921,1738
735,153962,1439
736,506797,1722
737,416821,3786
738,427571,2804
739,438017,1375
740,110635,4214
741,436675,4744
742,338374,4199
743,560615,296
744,24634,4666
745,311,707
746,100145,3127
747,377297,342
748,343787,3099
749,313060,3497
750,115552,2026
751,46798,3640
752,470164,3670
753,502478,2496
754,525803,174
755,187479,3590
756,359198,2546
757,331627,2327
758,238782,3256
759,101295,2040
760,285648,3365
761,202016,3274
762,160725,4076
763,36569,2734
764,446096,927
765,406898,4972
766,15529,4865
767,435358,2449
768,556947,3393
769,112596,2511
770,112967,4058
771,348885,3768
772,262652,4537
773,395288,2181
774,395777,3114
775,162505,4762
776,472306,4865
777,257938,1848
778,56519,469
779,578973,4451
780,413084,2203
781,306839,467
782,362438,779
783,531484,4804
784,414634,4329
785,518212,4251
786,445667,3941
787,365999,1419
788,153427,1569
789,322455,2151
790,48051,1873
791,318305,2969
792,94733,2614
793,41881,3614
794,289342,2597
795,199635,4027
796,504731,2175
797,527348,211
798,124335,818
799,345489,1472
800,420736,157
801,406174,4493
802,306034,1478
803,471179,617
804,361340,4585
805,166287,741
806,47275,2041
807,363320,3637
808,229418,3701
809,478626,384
810,563556,2138
811,421914,4878
812,487085,1031
813,478032,1917
814,450048,4258
815,181547,613
816,364926,2533
817,29148,2893
818,356297,4226
819,316218,3705
820,349905,1673
821,243288,3050
822,79164,2074
823,285719,4428
824,50172,2292
825,38994,3975
826,306756,4530
827,493310,1294
828,96245,2723
829,90556,1668
830,464554,1880
831,527548,188
832,198936,4196
833,518168,3469
834,495080,2376
835,533478,3606
836,129960,4209
837,79286,541
838,98825,859
839,471520,1550
840,128460,4227
841,387218,4357
842,432264,2608
843,445319,4439
844,491433,4575
845,233165,2498
846,340217,4437
847,435319,2770
848,59371,4982
849,374492,2118
850,184657,1196
851,87475,4759
852,207797,658
853,439222,4193
854,541114,309
855,159501,999
856,398347,3675
857,190625,4956
858,235917,867
859,51501,1538
860,408766,760
861,496958,3616
862,568605,141
863,333024,4826
864,419204,271
865,182007,2307
866,71680,3952
867,54122,3260
868,189208,474
869,117934,2762
870,44512,1703
871,500013,3020
872,345591,4123
873,514006,1248
874,513847,3466
875,130319,1103
876,367125,2254
877,2618,4026
878,310526,4153
879,101975,4472
880,268400,2826
881,396536,2869
882,265645,3178
883,14810,1269
884,251793,1459
885,311984,2246
886,67537,4091
887,4580,1482
888,44826,3479
889,499594,1884
890,531895,4123
891,409486,3981
892,175621,4666
893,597414,1111
894,408781,4011
895,95322,3100
896,64414,523
897,455788,1765
898,37789,1494
899,7806,3695
900,119370,565
901,397078,2487
902,585605,345
903,411332,1136
904,43587,1484
905,296480,2399
906,326217,2294
907,433127,3460
908,384717,1113
909,349735,3666
910,150957,4641
911,371362,679
912,526118,4290
913,36405,3298
914,17702,3074
915,77142,4848
916,191789,2870
917,84861,2012
918,228483,1992
919,82292,3649
920,83914,4202
921,140769,1063
922,488814,2076
923,103910,1175
924,592234,4621
925,330012,2475
926,599857,3475
927,592714,2041
928,545471,2682
929,55845,1346
930,548704,2086
931,49539,2159
932,434113,3937
933,412313,253
934,62231,409
935,84293,2457
936,48597,138
937,454740,1717
938,336933,2895
939,350759,1172
940,363121,3140
941,54972,236
942,520171,339
943,73120,92
944,41868,3419
945,221941,2693
946,195975,4930
947,186289,3732
948,504705,1677
949,29640,727
950,485043,2557
951,1119,4190
952,382645,4851
953,427632,1654
954,125024,4513
955,175272,2537
956,77361,820
957,153736,3089
958,148670,1283
959,58014,757
960,562767,4267
961,40204,598
962,553656,2273
963,176259,74
964,159357,402
965,222087,3312
966,188155,2388
967,413044,2435
968,116838,4710
969,392265,2479
970,111683,4929
971,214935,243
972,596698,2572
973,403165,4591
974,199461,1859
975,319939,1206
976,490911,4994
977,267490,899
978,185639,2087
979,22549,2113
980,256214,4037
981,432668,1039
982,134804,2505
983,458817,1869
984,465240,2425
985,336064,4233
986,453945,702
987,94802,1423
988,275664,4842
989,195405,1457
990,197435,3062
991,576948,2688
992,284090,4425
993,310576,2146
994,244031,4936
995,422275,3744
996,391210,4696
997,23063,3318
998,517271,497
999,511252,3271
1000,594089,4626
1001,346690,941
1002,394821,2269
1003,206659,3706
1004,374924,1239
1005,288991,4859
1006,560636,3266
1007,483089,4062
1008,81980,1552
1009,291611,3876
1010,595585,1469
1011,185829,609
1012,195684,2120
1013,341174,1719
1014,321846,4528
1015,147569,2335
1016,153030,2385
1017,163508,4737
1018,375716,1171
1019,543515,4169
1020,173575,2570
1021,307336,2636
1022,352887,4516
1023,404816,2741
1024,189308,2320
1025,306652,3204
1026,398289,3950
1027,587787,441
1028,386476,4312
1029,584636,3903
1030,24417,1993
1031,426259,3944
1032,510817,2153
1033,591303,4392
1034,499062,2454
1035,310598,1115
1036,458024,3663
1037,133614,4441
1038,202790,447
1039,316335,3267
1040,331994,3410
1041,392510,3603
1042,175935,4539
1043,489349,1344
1044,503802,3830
1045,149538,311
1046,222262,4064
1047,347987,2091
1048,53897,1112
1049,276998,3849
1050,102608,2821
1051,401186,947
1052,62162,4843
1053,570161,1833
1054,419114,1323
1055,16935,1740
1056,10548,1358
1057,512961,3900
1058,398103,3157
1059,181268,3127
1060,242964,2217
1061,568773,3343
1062,321184,1270
1063,113408,519
1064,291711,4593
1065,523772,864
1066,385656,4956
1067,597459,3272
1068,551628,751
1069,553775,1567
1070,438697,1078
1071,218718,4537
1072,141212,2711
1073,16251,3169
1074,589385,3559
1075,483683,3580
1076,591762,1873
1077,172227,1583
1078,301669,640
1079,435611,1384
1080,450,3643
1081,392578,3393
1082,531650,61
1083,33844,1856
1084,155257,3313
1085,69391,845
1086,217046,392
1087,447044,556
1088,534644,2796
1089,366042,2977
1090,101459,2033
1091,54870,3847
1092,427197,2308
1093,485342,672
1094,393815,4643
1095,533000,3318
1096,207265,2231
1097,259791,3256
1098,568097,4354
1099,468878,3891
1100,85343,1569
1101,385683,2735
1102,360503,3633
1103,308859,3490
1104,535293,3848
1105,182565,662
1106,386660,1526
1107,537268,2972
1108,589968,1257
1109,115638,2866
1110,414809,617
1111,531349,1921
1112,74801,4902
1113,28520,4798
1114,586118,1898
1115,306418,4821
1116,480244,688
1117,152392,4732
1118,342528,2458
1119,264357,1075
1120,328801,347
1121,38690,3771
1122,7684,4920
1123,326551,2737
1124,119789,4457
1125,542743,1806
1126,106612,785
1127,502268,4598
1128,177860,3959
1129,302054,4611
1130,250277,4869
1131,45093,1460
1132,295283,3058
1133,100931,807
1134,443889,1931
1135,406751,3043
1136,263995,3735
1137,75547,4420
1138,114779,4932
1139,548749,2090
1140,251932,830
1141,462522,4064
1142,10933,1389
1143,557124,1652
1144,365733,906
1145,277238,4600
1146,580135,2493
1147,69685,1244
1148,308251,3972
1149,169269,2515
1150,532727,2639
1151,277391,983
1152,54412,3881
1153,247550,4528
1154,187087,2933
1155,595807,2890
1156,388199,1482
1157,34203,2172
1158,441537,3811
1159,450806,3254
1160,545382,92
1161,537892,607
1162,583974,111
1163,370626,2634
1164,98776,4376
1165,147145,505
1166,251126,4060
1167,384137,3221
1168,366313,757
1169,225908,4817
1170,261438,3993
1171,261613,764
1172,420348,2021
1173,451415,1520
1174,579627,2024
1175,106863,2639
1176,301723,2187
1177,150714,3473
1178,169262,615
1179,435550,4432
1180,83421,3395
1181,207172,4315
1182,258141,2870
1183,25401,1861
1184,51951,1921
1185,589473,3298
1186,217235,2093
1187,167420,2370
1188,7064,4801
1189,282854,164
1190,502098,717
1191,191737,4330
1192,572580,2576
1193,269041,4067
1194,556308,4970
1195,90896,4270
1196,495348,1097
1197,519021,380
1198,126576,560
1199,365717,2744
1200,283521,62
1201,151838,3015
1202,438068,3681
1203,133927,4302
1204,370768,4927
1205,54912,1129
1206,49214,61
1207,400945,1845
1208,169484,1377
1209,215613,3521
1210,285162,4276
1211,215558,1947
1212,121638,3458
1213,588161,3930
1214,382974,859
1215,591335,3854
1216,203391,1311
1217,492889,402
1218,188988,2978
1219,292495,4840
1220,428210,2483
1221,286563,2261
1222,308496,1904
1223,177297,1094
1224,20485,88
1225,423581,1729
1226,7455,3230
1227,79111,1018
1228,277710,2298
1229,159289,3182
1230,52488,1083
1231,263126,1403
1232,243819,2030
1233,450464,4565
1234,49436,1575
1235,228969,4561
1236,253607,4270
1237,101819,2923
1238,573762,261
1239,410562,1231
1240,101221,2617
1241,578102,1065
1242,467154,344
1243,590164,1911
1244,193658,4477
1245,205449,2909
1246,215871,3561
1247,498283,4853
1248,353541,1369
1249,268796,629
1250,149140,4979
1251,590385,1999
1252,82193,3140
1253,203931,4261
1254,121346,2693
1255,556606,613
1256,131883,4597
1257,159107,1483
1258,46735,4531
1259,541744,285
1260,327650,3940
1261,172830,3696
1262,84602,355
1263,280706,4273
1264,320634,3241
1265,154337,1536
1266,407802,310
1267,115593,2595
1268,458094,1860
1269,489797,4979
1270,86487,2330
1271,574370,2622
1272,207276,2906
1273,440614,560
1274,153187,783
1275,540823,140
1276,280011,4122
1277,101879,1948
1278,528223,215
1279,581455,3755
1280,535119,1994
1281,542960,2940
1282,96346,3662
1283,313231,3997
1284,305214,867
1285,559093,508
1286,19546,875
1287,7673,2482
1288,423015,3834
1289,72965,321
1290,215499,4880
1291,439398,1247
1292,119329,4647
1293,319353,1974
1294,90845,1770
1295,467210,2302
1296,395297,335
1297,375835,4010
1298,41228,2481
1299,278603,80
1300,19907,2612
1301,118796,869
1302,144998,1044
1303,99116,174
1304,320970,4373
1305,83231,3663
1306,326606,3114
1307,7722,2687
1308,259967,586
1309,78647,3656
1310,306620,1504
1311,372839,3024
1312,225560,3164
1313,258141,1321
1314,394337,1369
1315,325006,3029
1316,388242,3305
1317,583077,934
1318,208249,1387
1319,306323,3869
1320,284402,1047
1321,352416,91
1322,423343,4658
1323,75440,3840
1324,299091,4975
1325,151711,934
1326,487167,1157
1327,77028,2970
1328,383521,4268
1329,88934,3344
1330,358338,4188
1331,249711,2089
1332,20792,3408
1333,321385,4156
1334,121972,955
1335,185893,3373
1336,342975,4671
1337,217193,2616
1338,245064,2277
1339,130501,52
1340,442747,4491
1341,442961,1740
1342,323611,3090
1343,128240,1573
1344,469160,4262
1345,574870,3814
1346,247560,4417
1347,133304,1197
1348,2117,2378
1349,491212,1292
1350,137913,3952
1351,143980,1834
1352,307034,3803
1353,97160,4699
1354,400786,324
1355,247122,787
1356,102911,2090
1357,66055,4150
1358,367589,2788
1359,50957,3840
1360,336316,3289
1361,317853,2521
1362,282117,4174
1363,285538,2321
1364,237922,3397
1365,45555,3615
1366,376950,378
1367,587189,79
1368,413244,4069
1369,431136,112
1370,98029,2822
1371,362913,3304
1372,35655,4955
1373,411999,3082
1374,36709,4399
1375,433930,3289
1376,280273,1815
1377,264194,2591
1378,157836,4014
1379,193946,3839
1380,52575,2566
1381,423916,4854
1382,492234,1570
1383,273958,1890
1384,138909,4847
1385,12143,2467
1386,75070,1364
1387,429026,465
1388,598003,907
1389,251062,2378
1390,143525,2676
1391,129236,979
1392,394476,466
1393,198771,776
1394,147958,4336
1395,122214,4767
1396,582556,2213
1397,587994,2016
1398,426907,680
1399,159808,3393
1400,346172,1950
1401,140751,500
1402,100168,2400
1403,213961,568
1404,469332,1147
1405,583406,1516
1406,119384,482
1407,148525,851
1408,343396,3257
1409,319978,156
1410,313208,862
1411,580549,1304
1412,357571,1538
1413,536694,3069
1414,335467,3949
1415,28270,3060
1416,137074,3136
1417,229404,3487
1418,225153,3059
1419,207004,3069
1420,521122,609
1421,349747,3925
1422,333339,4821
1423,3787,2035
1424,197088,4224
1425,14897,2221
1426,435852,2792
1427,130203,3938
1428,464930,2688
1429,154437,1555
1430,115195,3385
1431,341675,545
1432,315754,3025
1433,121631,54
1434,413795,2172
1435,73898,3626
1436,453634,2372
1437,398053,3538
1438,549122,1598
1439,342391,4141
1440,209238,773
1441,453168,1532
1442,489559,2868
1443,233631,3175
1444,576766,2267
1445,308629,307
1446,15301,1818
1447,112855,3788
1448,56238,4423
1449,98471,1382
1450,297609,247
1451,28775,1493
1452,163148,4808
1453,243055,1721
1454,309942,135
1455,32592,3371
1456,336063,3832
1457,330553,3039
1458,322858,4902
1459,143906,4446
1460,428293,2598
1461,68687,3981
1462,279456,4465
1463,2730,1623
1464,88015,3900
1465,390524,2983
1466,208978,2981
1467,210367,2050
1468,154996,581
1469,172138,4947
1470,584386,4181
1471,341126,3236
1472,370557,538
1473,530956,3195
1474,169210,3740
1475,276675,2582
1476,69989,1255
1477,142954,1608
1478,113874,719
1479,151190,4838
1480,422719,4575
1481,21294,2143
1482,419894,3094
1483,302444,587
1484,244523,2940
1485,113894,1548
1486,166865,380
1487,521197,3769
1488,152555,1634
1489,93189,2822
1490,452899,4363
1491,371978,272
1492,7942,948
1493,564385,1364
1494,578547,4424
1495,15650,2076
1496,402716,2689
1497,447579,3606
1498,262450,3006
1499,299872,456
1500,131582,4248
1501,561582,1461
1502,259143,1225
1503,524292,1543
1504,58885,2967
1505,399799,1961
1506,568176,372
1507,154633,2847
1508,272192,1519
1509,550577,4800
1510,245373,4977
1511,161708,1390
1512,509196,1256
1513,126633,2743
1514,476793,978
1515,580166,1222
1516,198783,4659
1517,167797,4558
1518,254466,4293
1519,127514,1929
1520,412662,702
1521,387894,2216
1522,454208,4121
1523,446077,1307
1524,348527,4363
1525,391069,2976
1526,321172,1896
1527,377726,2916
1528,558087,2580
1529,110227,2333
1530,287450,1730
1531,416927,2397
1532,43252,1315
1533,400071,4223
1534,54138,2728
1535,253107,1016
1536,453425,3713
1537,312270,132
1538,478266,2552
1539,39668,2359
1540,487287,2492
1541,340739,4916
1542,500732,4533
1543,408605,1855
1544,378281,2546
1545,462462,3804
1546,75090,1418
1547,590240,752
1548,457321,2966
1549,494496,4014
1550,563485,1292
1551,378505,3515
1552,495748,3993
1553,188388,1940
1554,186806,457
1555,150308,1907
1556,361268,4386
1557,382636,4597
1558,488365,1076
1559,245365,2244
1560,597844,4116
1561,490362,4983
1562,268742,3294
1563,147661,682
1564,341225,1384
1565,216613,4249
1566,260208,4511
1567,486985,4780
1568,358568,2520
1569,348539,3364
1570,195239,2259
1571,141359,2376
1572,68298,3864
1573,204843,2909
1574,428293,3997
1575,286682,3208
1576,284805,3146
1577,599460,3815
1578,385319,2864
1579,366718,3853
1580,267984,1161
1581,537746,3420
1582,242887,1175
1583,431565,4908
1584,38244,307
1585,564653,2311
1586,1242,2609
1587,478012,4005
1588,237092,3749
1589,44818,551
1590,538617,4829
1591,297929,3298
1592,351960,1285
1593,289847,1781
1594,328548,1257
1595,535516,2621
1596,452865,4017
1597,524084,311
1598,421749,4053
1599,369900,3324
1600,505132,4582
1601,583592,589
1602,14639,3801
1603,457220,3038
1604,346710,4712
1605,381174,4400
1606,85995,3757
1607,344362,677
1608,480965,717
1609,360004,1592
1610,11486,1599
1611,61165,94
1612,387424,2632
1613,72563,4003
1614,543509,4248
1615,232476,383
1616,57217,2481
1617,390173,2148
1618,527418,2254
1619,434543,1601
1620,394979,2515
1621,80985,4940
1622,564009,4985
1623,423423,4958
1624,351737,3002
1625,321089,3566
1626,369052,4953
1627,599697,4968
1628,63146,4143
1629,271888,2990
1630,351792,745
1631,251050,3237
1632,218744,323
1633,540518,3359
1634,548706,3692
1635,324065,3304
1636,468579,3849
1637,243128,4940
1638,44972,831
1639,537319,915
1640,190910,4682
1641,468763,1623
1642,163469,4709
1643,399841,4772
1644,560329,4312
1645,328638,3788
1646,170334,3656
1647,126152,739
1648,541508,1621
1649,233520,184
1650,95786,2904
1651,489884,2712
1652,392214,85
1653,68161,3426
1654,502832,3989
1655,51529,1197
1656,126996,3414
1657,299353,4631
1658,446661,1716
1659,413864,2812
1660,443308,1815
1661,302535,558
1662,388636,2755
1663,228489,1253
1664,420687,4162
1665,473865,4070
1666,306290,1032
1667,248850,739
1668,36008,1852
1669,239671,2662
1670,412846,253
1671,562908,4421
1672,494325,3182
1673,368604,1080
1674,454424,3229
1675,529840,3259
1676,427728,801
1677,212136,3176
1678,411297,4986
1679,324511,3807
1680,580991,4658
1681,559658,4965
1682,115896,3861
1683,214832,3619
1684,508319,2567
1685,312273,2060
1686,257196,1523
1687,439103,3692
1688,520145,3886
1689,104442,3636
1690,489161,3209
1691,75339,678
1692,302751,1939
1693,200218,2771
1694,435358,2018
1695,144078,1175
1696,468155,2395
1697,365774,4941
