payment_id,order_id,amount
393,393,15456
394,394,17383
395,395,19986
396,396,13800
397,397,5392
398,398,9550
399,399,16933
400,400,15853
401,401,14198
402,402,2514
403,403,11585
404,404,15130
405,405,13824
406,406,7419
407,407,8780
408,408,16098
409,409,2635
410,410,1348
411,411,14317
412,412,13839
413,413,17443
414,414,14240
415,415,17765
416,416,17704
417,417,9634
418,418,4840
419,419,5500
420,420,9634
421,421,16892
422,422,4832
423,423,3177
424,424,15424
425,425,17954
426,426,14049
427,427,6922
428,428,18761
429,429,2326
430,430,13527
431,431,19990
432,432,15095
433,433,4356
434,434,19750
435,435,18133
436,436,3326
437,437,631
438,438,3141
439,439,19286
440,440,5477
441,441,415
442,442,15447
443,443,16235
444,444,8942
445,445,17063
446,446,10161
447,447,18618
448,448,11553
449,449,6977
450,450,18947
451,451,10172
452,452,13809
453,453,6152
454,454,3743
455,455,12274
456,456,6101
457,457,9369
458,458,18618
459,459,19757
460,460,12066
461,461,10344
462,462,6092
463,463,14944
464,464,13951
465,465,2260
466,466,17981
467,467,2671
468,468,13694
469,469,8415
470,470,1371
471,471,16471
472,472,7831
473,473,2359
474,474,4177
475,475,6144
476,476,14003
477,477,12519
478,478,2963
479,479,742
480,480,15624
481,481,10054
482,482,2025
483,483,19331
484,484,4511
485,485,1830
486,486,8740
487,487,8159
488,488,6496
489,489,2837
490,490,9420
491,491,7396
492,492,8668
493,493,3215
494,494,3319
495,495,6488
496,496,12040
497,497,19399
498,498,9711
499,499,14922
500,500,12882
501,501,10655
502,502,9858
503,503,4479
504,504,9987
505,505,15014
506,506,9022
507,507,665
508,508,2094
509,509,5799
510,510,15576
511,511,11594
512,512,14639
513,513,10895
514,514,1760
515,515,3576
516,516,264
517,517,18368
518,518,15372
519,519,18642
520,520,6487
521,521,19259
522,522,1066
523,523,6414
524,524,16153
525,525,2961
526,526,2787
527,527,13317
528,528,14235
529,529,15295
530,530,11662
531,531,13413
532,532,16320
533,533,5324
534,534,1596
535,535,14315
536,536,8779
537,537,1615
538,538,14111
539,539,5925
540,540,18456
541,541,17655
542,542,15216
543,543,18955
544,544,5053
545,545,4005
546,546,11993
547,547,6653
548,548,15812
549,549,11333
550,550,2541
551,551,14666
552,552,14008
553,553,6246
554,554,4650
555,555,12236
556,556,14212
557,557,13571
558,558,15763
559,559,18157
560,560,3945
561,561,681
562,562,8862
563,563,9787
564,564,11973
565,565,3382
566,566,4620
567,567,15531
568,568,17653
569,569,15424
570,570,6825
571,571,7711
572,572,10542
573,573,14219
574,574,6796
575,575,1941
576,576,1357
577,577,10048
578,578,10003
579,579,9779
580,580,10363
581,581,16223
582,582,11787
583,583,13346
584,584,10509
585,585,16134
586,586,11294
587,587,12842
588,588,19083
589,589,19130
590,590,6100
591,591,17050
592,592,6960
593,593,14083
594,594,14307
595,595,14668
596,596,8726
597,597,4099
598,598,18609
599,599,2275
600,600,5922
601,601,11163
602,602,11284
603,603,2924
604,604,13237
605,605,19813
606,606,14628
607,607,1096
608,608,13540
609,609,3327
610,610,5702
611,611,2895
612,612,1767
613,613,8717
614,614,3208
615,615,17484
616,616,9481
617,617,422
618,618,16824
619,619,3456
620,620,3576
621,621,15144
622,622,1261
623,623,6603
624,624,13779
625,625,12361
626,626,17938
627,627,10074
628,628,4104
629,629,1694
630,630,18064
631,631,2367
632,632,17777
633,633,17382
634,634,10312
635,635,11615
636,636,11860
637,637,14938
638,638,12514
639,639,2458
640,640,14801
641,641,13984
642,642,2594
643,643,10592
644,644,10588
645,645,5680
646,646,15986
647,647,14624
648,648,17445
649,649,1332
650,650,11819
651,651,8729
652,652,17832
653,653,13774
654,654,3543
655,655,9507
656,656,10656
657,657,594
658,658,12401
659,659,6611
660,660,10040
661,661,12073
662,662,11535
663,663,1163
664,664,13601
665,665,6581
666,666,10296
667,667,5907
668,668,7106
669,669,13333
670,670,12457
671,671,8341
672,672,19174
673,673,8618
674,674,4356
675,675,15950
676,676,5751
677,677,2166
678,678,1649
679,679,1809
680,680,9063
681,681,19751
682,682,12789
683,683,1353
684,684,12010
685,685,10838
686,686,4208
687,687,7855
688,688,18574
689,689,2873
690,690,5134
691,691,2118
692,692,17679
693,693,18434
694,694,11685
695,695,4261
696,696,3549
697,697,18946
698,698,15922
699,699,4255
700,700,16826
701,701,16280
702,702,15292
703,703,10139
704,704,14400
705,705,148
706,706,10237
707,707,18221
708,708,10467
709,709,11968
710,710,9769
711,711,18803
712,712,17443
713,713,5501
714,714,5124
715,715,17932
716,716,3190
717,717,11703
718,718,19760
719,719,13957
720,720,14609
721,721,6653
722,722,13545
723,723,15626
724,724,9038
725,725,9360
726,726,15997
727,727,5098
728,728,2966
729,729,15293
730,730,18994
731,731,13688
732,732,19946
733,733,9330
734,734,12194
735,735,4888
736,736,1091
737,737,11964
738,738,14384
739,739,7656
740,740,3024
741,741,7446
742,742,1550
743,743,16304
744,744,13529
745,745,10233
746,746,6851
747,747,4024
748,748,17532
749,749,14807
750,750,11409
751,751,6385
752,752,19698
753,753,16698
754,754,3936
755,755,5313
756,756,15289
757,757,3258
758,758,1629
759,759,771
760,760,2747
761,761,6211
762,762,13401
763,763,4493
764,764,12593
765,765,10915
766,766,3484
767,767,5024
768,768,6035
769,769,3241
770,770,7824
771,771,2378
772,772,6337
773,773,10560
774,774,19429
775,775,3846
776,776,641
777,777,6235
778,778,7142
779,779,4532
780,780,779
781,781,9864
782,782,1348
783,783,4478
784,784,12936
785,785,9953
786,786,9843
787,787,14946
788,788,3450
789,789,18601
790,790,11210
791,791,13931
792,792,7909
793,793,10537
794,794,4653
795,795,10069
796,796,9394
797,797,9186
798,798,424
799,799,6116
800,800,17275
801,801,1686
802,802,5650
803,803,17054
804,804,19401
805,805,418
806,806,18135
807,807,11487
808,808,15279
809,809,11486
810,810,5561
811,811,6030
812,812,16403
813,813,6891
814,814,4163
815,815,11246
816,816,914
817,817,2038
818,818,9811
819,819,5636
820,820,18312
821,821,4539
822,822,4503
823,823,6796
824,824,9718
825,825,14185
826,826,14472
827,827,17745
828,828,4422
829,829,742
830,830,4530
831,831,16451
832,832,9519
833,833,7435
834,834,4538
835,835,13540
836,836,16208
837,837,2955
838,838,4718
839,839,15702
840,840,1298
841,841,15041
842,842,10493
843,843,13851
844,844,12223
845,845,10575
846,846,4330
847,847,8054
848,848,2420
849,849,1575
850,850,3900
851,851,2346
852,852,13583
853,853,19947
854,854,16664
855,855,262
856,856,14146
857,857,13664
858,858,16266
859,859,6228
860,860,11830
861,861,948
862,862,7163
863,863,9289
864,864,15930
865,865,9649
866,866,19661
867,867,16493
868,868,11011
869,869,10852
870,870,16901
871,871,5642
872,872,14825
873,873,6493
874,874,16467
875,875,3040
876,876,9480
877,877,15650
878,878,1369
879,879,9017
880,880,4128
881,881,8754
882,882,13401
883,883,7974
884,884,11396
885,885,17527
886,886,10746
887,887,17565
888,888,1952
889,889,4844
890,890,15225
891,891,5604
892,892,13723
893,893,3221
894,894,5167
895,895,5883
896,896,9775
897,897,14915
898,898,15601
899,899,10202
900,900,6043
901,901,10214
902,902,19573
903,903,13774
904,904,928
905,905,581
906,906,2877
907,907,7499
908,908,18887
909,909,1173
910,910,19876
911,911,16289
912,912,19930
913,913,3052
914,914,18800
915,915,5004
916,916,12113
917,917,19599
918,918,9124
919,919,19077
920,920,4098
921,921,3797
922,922,12993
923,923,8642
924,924,4554
925,925,18277
926,926,19713
927,927,7745
928,928,4775
929,929,9174
930,930,18777
931,931,13463
932,932,14482
933,933,16489
934,934,17097
935,935,7279
936,936,11391
937,937,19910
938,938,6870
939,939,18770
940,940,11551
941,941,761
942,942,17435
943,943,15728
944,944,17448
945,945,2930
946,946,15743
947,947,3848
948,948,11152
949,949,18631
950,950,7164
951,951,10537
952,952,17467
953,953,10557
954,954,15043
955,955,11695
956,956,13559
957,957,8917
958,958,3909
959,959,5953
960,960,16221
961,961,7015
962,962,13395
963,963,616
964,964,13289
965,965,16605
966,966,3591
967,967,13229
968,968,18213
969,969,1093
970,970,18963
971,971,3450
972,972,10216
973,973,5443
974,974,10788
975,975,6778
976,976,17393
977,977,3879
978,978,4093
979,979,13911
980,980,19288
981,981,3128
982,982,17496
983,983,15931
984,984,17943
985,985,13293
986,986,14533
987,987,9257
988,988,4262
989,989,15730
990,990,4716
991,991,12009
992,992,8755
993,993,4297
994,994,12264
995,995,14211
996,996,2415
997,997,2788
998,998,1251
999,999,17277
1000,1000,13561
1001,1001,13326
1002,1002,17756
1003,1003,8182
1004,1004,11081
1005,1005,658
1006,1006,12777
1007,1007,2238
1008,1008,13773
1009,1009,10884
1010,1010,17807
1011,1011,18005
1012,1012,17374
1013,1013,3612
1014,1014,13154
1015,1015,16103
1016,1016,17997
1017,1017,15172
1018,1018,18433
1019,1019,4043
1020,1020,7565
1021,1021,16870
1022,1022,14433
1023,1023,1115
1024,1024,3192
1025,1025,7816
1026,1026,17757
1027,1027,13941
1028,1028,1018
1029,1029,6031
1030,1030,10528
1031,1031,19367
1032,1032,14541
1033,1033,8587
1034,1034,8949
1035,1035,12165
1036,1036,5096
1037,1037,18922
1038,1038,18012
1039,1039,6011
1040,1040,195
1041,1041,5802
1042,1042,18186
1043,1043,4674
1044,1044,12593
1045,1045,7732
1046,1046,11369
1047,1047,13902
1048,1048,7236
1049,1049,10278
1050,1050,9290
1051,1051,15460
1052,1052,312
1053,1053,4096
1054,1054,10988
1055,1055,18081
1056,1056,16704
1057,1057,2290
1058,1058,13299
1059,1059,13503
1060,1060,9283
1061,1061,16577
1062,1062,10152
1063,1063,19463
1064,1064,4178
1065,1065,684
1066,1066,8708
1067,1067,13403
1068,1068,10584
1069,1069,6248
1070,1070,388
1071,1071,13824
1072,1072,16517
1073,1073,5384
1074,1074,5367
1075,1075,15085
1076,1076,5715
1077,1077,4507
1078,1078,3381
1079,1079,16080
1080,1080,6595
1081,1081,4181
1082,1082,17603
1083,1083,8030
1084,1084,1742
1085,1085,3467
1086,1086,3509
1087,1087,19889
1088,1088,9344
1089,1089,15557
1090,1090,5174
1091,1091,13295
1092,1092,5938
1093,1093,8581
1094,1094,2537
1095,1095,15113
1096,1096,3086
1097,1097,1534
1098,1098,4861
1099,1099,12698
1100,1100,9453
1101,1101,19729
1102,1102,17329
1103,1103,631
1104,1104,10742
1105,1105,14465
1106,1106,5192
1107,1107,162
1108,1108,12502
1109,1109,11545
1110,1110,7250
1111,1111,11759
1112,1112,16288
1113,1113,16869
1114,1114,15490
1115,1115,17246
1116,1116,14447
1117,1117,4019
1118,1118,3293
1119,1119,13691
1120,1120,14224
1121,1121,18048
1122,1122,8699
1123,1123,439
1124,1124,6904
1125,1125,10498
1126,1126,7149
1127,1127,5739
1128,1128,15339
1129,1129,9674
1130,1130,8697
1131,1131,16319
1132,1132,11332
1133,1133,5534
1134,1134,14913
1135,1135,9178
1136,1136,18813
1137,1137,5108
1138,1138,4129
1139,1139,5036
1140,1140,19941
1141,1141,16511
1142,1142,14803
1143,1143,18129
1144,1144,18175
1145,1145,10098
1146,1146,11791
1147,1147,1167
1148,1148,7499
1149,1149,12705
1150,1150,7569
1151,1151,5706
1152,1152,17342
1153,1153,5808
1154,1154,10377
1155,1155,15928
1156,1156,7020
1157,1157,4412
1158,1158,19273
1159,1159,632
1160,1160,1886
1161,1161,138
1162,1162,1983
1163,1163,9104
1164,1164,14523
1165,1165,7296
1166,1166,3089
1167,1167,1903
1168,1168,10045
1169,1169,1054
1170,1170,5135
1171,1171,18509
1172,1172,8678
1173,1173,14872
1174,1174,409
1175,1175,18285
1176,1176,16319
1177,1177,14265
1178,1178,2130
1179,1179,15200
1180,1180,106
1181,1181,7301
1182,1182,8893
1183,1183,18832
1184,1184,17264
1185,1185,11154
1186,1186,6363
1187,1187,1279
1188,1188,9748
1189,1189,7716
1190,1190,2525
1191,1191,19754
1192,1192,4670
1193,1193,1105
1194,1194,8708
1195,1195,4341
1196,1196,15735
1197,1197,7001
1198,1198,7072
1199,1199,17489
1200,1200,13673
1201,1201,17255
1202,1202,7860
1203,1203,8782
1204,1204,12179
1205,1205,3850
1206,1206,4849
1207,1207,3886
1208,1208,14170
1209,1209,4120
1210,1210,16212
1211,1211,15442
1212,1212,5402
1213,1213,10395
1214,1214,11702
1215,1215,16878
1216,1216,1973
1217,1217,7278
1218,1218,14570
1219,1219,18426
1220,1220,3097
1221,1221,14438
1222,1222,16891
1223,1223,11583
1224,1224,14888
1225,1225,1766
1226,1226,11036
1227,1227,16043
1228,1228,6806
1229,1229,12606
1230,1230,16555
1231,1231,18595
1232,1232,13495
1233,1233,12093
1234,1234,3416
1235,1235,19069
1236,1236,14954
1237,1237,6491
1238,1238,9267
1239,1239,17340
1240,1240,15203
1241,1241,7675
1242,1242,12460
1243,1243,4543
1244,1244,6837
1245,1245,3227
1246,1246,6118
1247,1247,12561
1248,1248,4535
1249,1249,10598
1250,1250,7728
1251,1251,19751
1252,1252,3003
1253,1253,7564
1254,1254,19921
1255,1255,1786
1256,1256,3006
1257,1257,926
1258,1258,5460
1259,1259,17180
1260,1260,14375
1261,1261,3328
1262,1262,5562
1263,1263,17189
1264,1264,9695
1265,1265,15036
1266,1266,14998
1267,1267,15029
1268,1268,14103
1269,1269,16933
1270,1270,6028
1271,1271,8516
1272,1272,4938
1273,1273,12943
1274,1274,11271
1275,1275,1574
1276,1276,6765
1277,1277,7027
1278,1278,4885
1279,1279,10175
1280,1280,17280
1281,1281,19550
1282,1282,19490
1283,1283,8969
1284,1284,17123
1285,1285,10153
1286,1286,12179
1287,1287,1210
1288,1288,16117
1289,1289,17760
1290,1290,11181
1291,1291,16589
1292,1292,13849
1293,1293,7147
1294,1294,10676
1295,1295,10501
1296,1296,19890
1297,1297,11894
1298,1298,7620
1299,1299,11727
1300,1300,3578
1301,1301,17211
1302,1302,13327
1303,1303,13115
1304,1304,17891
1305,1305,1643
1306,1306,2378
1307,1307,10586
1308,1308,10346
1309,1309,12595
1310,1310,10872
1311,1311,6264
1312,1312,4280
1313,1313,19139
1314,1314,299
1315,1315,9371
1316,1316,8149
1317,1317,14245
1318,1318,9909
1319,1319,17994
1320,1320,6143
1321,1321,6341
1322,1322,17985
1323,1323,9343
1324,1324,13532
1325,1325,8647
1326,1326,6759
1327,1327,4004
1328,1328,11076
1329,1329,1110
1330,1330,15771
1331,1331,11500
1332,1332,2060
1333,1333,1478
1334,1334,12998
1335,1335,12599
1336,1336,5163
1337,1337,19832
1338,1338,17504
1339,1339,14530
1340,1340,11831
1341,1341,13327
1342,1342,12352
1343,1343,5524
1344,1344,6218
1345,1345,16570
1346,1346,11477
1347,1347,1705
1348,1348,15701
1349,1349,19549
1350,1350,3787
1351,1351,13479
1352,1352,6154
1353,1353,9488
1354,1354,19854
1355,1355,18016
1356,1356,2579
1357,1357,19241
1358,1358,3159
1359,1359,14773
1360,1360,8630
1361,1361,14158
1362,1362,18968
1363,1363,16777
1364,1364,5921
1365,1365,10380
1366,1366,8377
1367,1367,2532
1368,1368,18264
1369,1369,7633
1370,1370,5714
1371,1371,4954
1372,1372,8919
1373,1373,11068
1374,1374,7229
1375,1375,886
1376,1376,13036
1377,1377,14818
1378,1378,19941
1379,1379,9736
1380,1380,15179
1381,1381,2421
1382,1382,15268
1383,1383,13431
1384,1384,11763
1385,1385,11362
1386,1386,6553
1387,1387,8024
1388,1388,13961
1389,1389,910
1390,1390,13605
1391,1391,1285
1392,1392,423
1393,1393,17545
1394,1394,16668
1395,1395,3572
1396,1396,16001
1397,1397,16685
1398,1398,7076
1399,1399,809
1400,1400,13446
1401,1401,12823
1402,1402,11433
1403,1403,10321
1404,1404,9794
1405,1405,15924
1406,1406,18629
1407,1407,13604
1408,1408,1825
1409,1409,5406
1410,1410,3140
1411,1411,3179
1412,1412,12023
1413,1413,18912
1414,1414,362
1415,1415,14680
1416,1416,19225
1417,1417,2248
1418,1418,11036
1419,1419,3802
1420,1420,12697
1421,1421,11172
1422,1422,14932
1423,1423,17742
1424,1424,18857
1425,1425,12277
1426,1426,18125
1427,1427,6751
1428,1428,757
1429,1429,6575
1430,1430,1742
1431,1431,16719
1432,1432,15873
1433,1433,14184
1434,1434,18373
1435,1435,13560
1436,1436,10384
1437,1437,4857
1438,1438,900
1439,1439,13394
1440,1440,10252
1441,1441,2676
1442,1442,18754
1443,1443,10055
1444,1444,16831
1445,1445,14707
1446,1446,19881
1447,1447,9838
1448,1448,14675
1449,1449,1786
1450,1450,7896
1451,1451,18099
1452,1452,1159
1453,1453,5883
1454,1454,6044
1455,1455,8140
1456,1456,19516
1457,1457,16453
1458,1458,16589
1459,1459,19777
1460,1460,6630
1461,1461,1743
1462,1462,19289
1463,1463,9758
1464,1464,11388
1465,1465,4534
1466,1466,6708
1467,1467,16992
1468,1468,11298
1469,1469,4632
1470,1470,9530
1471,1471,431
1472,1472,19453
1473,1473,5607
1474,1474,2410
1475,1475,3246
1476,1476,6623
1477,1477,18533
1478,1478,6308
1479,1479,655
1480,1480,17540
1481,1481,236
1482,1482,4265
1483,1483,16254
1484,1484,11713
1485,1485,550
1486,1486,12131
1487,1487,15886
1488,1488,3112
1489,1489,8586
1490,1490,15896
1491,1491,1938
1492,1492,16172
1493,1493,11296
1494,1494,15300
1495,1495,11691
1496,1496,18904
1497,1497,5434
1498,1498,15831
1499,1499,11691
1500,1500,11676
1501,1501,783
1502,1502,5128
1503,1503,379
1504,1504,16554
1505,1505,17626
1506,1506,11992
1507,1507,9945
1508,1508,7145
1509,1509,16145
1510,1510,449
1511,1511,15779
1512,1512,16451
1513,1513,2439
1514,1514,8743
1515,1515,8142
1516,1516,4129
1517,1517,13418
1518,1518,4170
1519,1519,506
1520,1520,12806
1521,1521,1890
1522,1522,12982
1523,1523,18954
1524,1524,6442
1525,1525,14750
1526,1526,13627
1527,1527,18246
1528,1528,18444
1529,1529,19318
1530,1530,2106
1531,1531,4307
1532,1532,16854
1533,1533,14282
1534,1534,3202
1535,1535,2548
1536,1536,18828
1537,1537,14344
1538,1538,3747
1539,1539,2347
1540,1540,2247
1541,1541,6846
1542,1542,18160
1543,1543,9745
1544,1544,2034
1545,1545,6252
1546,1546,18977
1547,1547,11295
1548,1548,9545
1549,1549,14909
1550,1550,3127
1551,1551,11051
1552,1552,1903
1553,1553,12045
1554,1554,6803
1555,1555,13284
1556,1556,17373
1557,1557,192
1558,1558,19609
1559,1559,4016
1560,1560,16273
1561,1561,9679
1562,1562,1123
1563,1563,1536
1564,1564,15550
1565,1565,10175
1566,1566,9766
1567,1567,14844
1568,1568,17462
1569,1569,12818
1570,1570,6916
1571,1571,2008
1572,1572,11051
1573,1573,999
1574,1574,19947
1575,1575,11961
1576,1576,6053
1577,1577,11783
1578,1578,6741
1579,1579,5044
1580,1580,713
1581,1581,7888
1582,1582,8771
1583,1583,981
1584,1584,13430
1585,1585,2138
1586,1586,9155
1587,1587,6785
1588,1588,892
1589,1589,17304
1590,1590,18046
1591,1591,15870
1592,1592,19208
1593,1593,10573
1594,1594,519
1595,1595,13957
1596,1596,14605
1597,1597,12933
1598,1598,12541
1599,1599,10100
1600,1600,17766
1601,1601,19820
1602,1602,4197
1603,1603,19283
1604,1604,10059
1605,1605,16571
1606,1606,9023
1607,1607,10485
1608,1608,4114
1609,1609,1507
1610,1610,15476
1611,1611,17983
1612,1612,1848
1613,1613,12333
1614,1614,3226
1615,1615,18057
1616,1616,6634
1617,1617,7178
1618,1618,9651
1619,1619,276
1620,1620,7523
1621,1621,887
1622,1622,19315
1623,1623,16855
1624,1624,337
1625,1625,442
1626,1626,7399
1627,1627,1941
1628,1628,17338
1629,1629,4120
1630,1630,15982
1631,1631,5030
1632,1632,7059
1633,1633,13201
1634,1634,7278
1635,1635,5841
1636,1636,2257
1637,1637,778
1638,1638,5194
1639,1639,3248
1640,1640,4054
1641,1641,8705
1642,1642,19672
1643,1643,1726
1644,1644,10479
1645,1645,14296
1646,1646,667
1647,1647,9331
1648,1648,14170
1649,1649,2502
1650,1650,732
1651,1651,13281
1652,1652,17217
1653,1653,3251
1654,1654,1508
1655,1655,17649
1656,1656,18045
1657,1657,2657
1658,1658,7525
1659,1659,9153
1660,1660,15660
1661,1661,16734
1662,1662,8112
1663,1663,18760
1664,1664,7621
1665,1665,13293
1666,1666,7364
1667,1667,19077
1668,1668,1287
1669,1669,11800
1670,1670,4985
1671,1671,4410
1672,1672,17182
1673,1673,1514
1674,1674,16746
1675,1675,14104
1676,1676,15400
1677,1677,6787
1678,1678,17938
1679,1679,5697
1680,1680,1761
1681,1681,10801
1682,1682,7477
1683,1683,18324
1684,1684,9282
1685,1685,11933
1686,1686,13251
1687,1687,16131
1688,1688,15611
1689,1689,3472
1690,1690,15563
1691,1691,11561
1692,1692,15731
1693,1693,16881
1694,1694,538
1695,1695,16447
1696,1696,15679
1697,1697,731
1698,1698,2044
1699,1699,12610
1700,1700,1619
1701,1701,2542
1702,1702,327
1703,1703,9330
1704,1704,11318
1705,1705,17686
1706,1706,14432
1707,1707,4609
1708,1708,894
1709,1709,13733
1710,1710,4524
1711,1711,6498
1712,1712,533
1713,1713,4439
1714,1714,17023
1715,1715,8746
1716,1716,780
1717,1717,11687
1718,1718,735
1719,1719,6112
1720,1720,15127
1721,1721,19392
1722,1722,16493
1723,1723,13806
1724,1724,4394
1725,1725,6310
1726,1726,14463
1727,1727,5783
1728,1728,13623
1729,1729,16888
1730,1730,142
1731,1731,9398
1732,1732,6735
1733,1733,7786
1734,1734,17167
1735,1735,5944
1736,1736,6571
1737,1737,11257
1738,1738,2418
1739,1739,7091
1740,1740,1914
1741,1741,15014
1742,1742,502
1743,1743,6420
1744,1744,9732
1745,1745,2033
1746,1746,2789
1747,1747,11412
1748,1748,16067
1749,1749,18297
1750,1750,6083
1751,1751,10973
1752,1752,1409
1753,1753,6801
1754,1754,3072
1755,1755,12767
1756,1756,3789
1757,1757,3098
1758,1758,5886
1759,1759,18747
1760,1760,19638
1761,1761,10986
1762,1762,17473
1763,1763,10500
1764,1764,1998
1765,1765,18083
1766,1766,13153
1767,1767,9225
1768,1768,18532
1769,1769,3047
1770,1770,12328
1771,1771,8788
1772,1772,9661
1773,1773,19089
1774,1774,15656
1775,1775,13518
1776,1776,10650
1777,1777,10285
1778,1778,10389
1779,1779,5606
1780,1780,3473
1781,1781,19966
1782,1782,2904
1783,1783,8071
1784,1784,4735
1785,1785,17213
1786,1786,10498
