shipment_id,order_id,status
201,201,delivered
202,202,delivered
203,203,late
204,204,late
205,205,delivered
206,206,late
207,207,delivered
208,208,late
209,209,shipped
210,210,shipped
211,211,shipped
212,212,delivered
213,213,late
214,214,delivered
215,215,delivered
216,216,delivered
217,217,late
218,218,shipped
219,219,late
220,220,late
221,221,delivered
222,222,late
223,223,shipped
224,224,shipped
225,225,late
226,226,late
227,227,delivered
228,228,late
229,229,delivered
230,230,late
231,231,late
232,232,shipped
233,233,shipped
234,234,delivered
235,235,late
236,236,delivered
237,237,shipped
238,238,delivered
239,239,delivered
240,240,late
241,241,delivered
242,242,shipped
243,243,delivered
244,244,delivered
245,245,delivered
246,246,delivered
247,247,late
248,248,shipped
249,249,late
250,250,shipped
251,251,late
252,252,shipped
253,253,shipped
254,254,shipped
255,255,delivered
256,256,shipped
257,257,late
258,258,delivered
259,259,delivered
260,260,delivered
261,261,delivered
262,262,late
263,263,late
264,264,late
265,265,late
266,266,shipped
267,267,shipped
268,268,delivered
269,269,delivered
270,270,delivered
271,271,delivered
272,272,shipped
273,273,shipped
274,274,delivered
275,275,shipped
276,276,shipped
277,277,delivered
278,278,shipped
279,279,shipped
280,280,late
281,281,shipped
282,282,delivered
283,283,shipped
284,284,late
285,285,delivered
286,286,late
287,287,late
288,288,late
289,289,delivered
290,290,delivered
291,291,late
292,292,delivered
293,293,shipped
294,294,shipped
295,295,shipped
296,296,late
297,297,shipped
298,298,late
299,299,late
300,300,shipped
301,301,shipped
302,302,late
303,303,late
304,304,delivered
305,305,shipped
306,306,delivered
307,307,delivered
308,308,late
309,309,late
310,310,delivered
311,311,shipped
312,312,late
313,313,shipped
314,314,late
315,315,shipped
316,316,late
317,317,shipped
318,318,delivered
319,319,delivered
320,320,shipped
321,321,shipped
322,322,delivered
323,323,shipped
324,324,delivered
325,325,delivered
326,326,shipped
327,327,shipped
328,328,late
329,329,shipped
330,330,shipped
331,331,late
332,332,delivered
333,333,late
334,334,delivered
335,335,shipped
336,336,shipped
337,337,late
338,338,shipped
339,339,delivered
340,340,shipped
341,341,shipped
342,342,shipped
343,343,late
344,344,delivered
345,345,shipped
346,346,shipped
347,347,delivered
348,348,late
349,349,late
350,350,shipped
351,351,shipped
352,352,late
353,353,delivered
354,354,shipped
355,355,late
356,356,late
357,357,late
358,358,delivered
359,359,late
360,360,late
361,361,late
362,362,delivered
363,363,delivered
364,364,late
365,365,late
366,366,delivered
367,367,late
368,368,late
369,369,shipped
370,370,delivered
371,371,shipped
372,372,delivered
373,373,shipped
374,374,late
375,375,shipped
376,376,late
377,377,shipped
378,378,shipped
379,379,shipped
380,380,shipped
381,381,shipped
382,382,late
383,383,shipped
384,384,delivered
385,385,shipped
386,386,late
387,387,delivered
388,388,delivered
389,389,late
390,390,late
391,391,delivered
392,392,shipped
393,393,late
394,394,shipped
395,395,late
396,396,delivered
397,397,shipped
398,398,delivered
399,399,shipped
400,400,delivered
401,401,delivered
402,402,delivered
403,403,late
404,404,late
405,405,late
406,406,delivered
407,407,delivered
408,408,delivered
409,409,late
410,410,late
411,411,shipped
412,412,shipped
413,413,late
414,414,late
415,415,shipped
416,416,delivered
417,417,delivered
418,418,delivered
419,419,delivered
420,420,shipped
421,421,late
422,422,delivered
423,423,delivered
424,424,shipped
425,425,delivered
426,426,late
427,427,shipped
428,428,delivered
429,429,delivered
430,430,delivered
431,431,delivered
432,432,shipped
433,433,shipped
434,434,delivered
435,435,shipped
436,436,late
437,437,delivered
438,438,shipped
439,439,late
440,440,late
441,441,shipped
442,442,shipped
443,443,shipped
444,444,shipped
445,445,late
446,446,late
447,447,delivered
448,448,late
449,449,late
450,450,delivered
451,451,late
452,452,shipped
453,453,delivered
454,454,late
455,455,delivered
456,456,late
457,457,late
458,458,late
459,459,late
460,460,late
461,461,late
462,462,delivered
463,463,late
464,464,delivered
465,465,delivered
466,466,shipped
467,467,delivered
468,468,delivered
469,469,delivered
470,470,shipped
471,471,delivered
472,472,late
473,473,late
474,474,delivered
475,475,shipped
476,476,delivered
477,477,late
478,478,delivered
479,479,delivered
480,480,shipped
481,481,delivered
482,482,late
483,483,shipped
484,484,delivered
485,485,delivered
486,486,late
487,487,shipped
488,488,late
489,489,shipped
490,490,shipped
491,491,late
492,492,late
493,493,shipped
494,494,delivered
495,495,late
496,496,shipped
497,497,late
498,498,late
499,499,late
500,500,late
501,501,delivered
502,502,delivered
503,503,late
504,504,late
505,505,late
506,506,shipped
507,507,late
508,508,shipped
509,509,shipped
510,510,late
511,511,late
512,512,delivered
513,513,shipped
514,514,late
515,515,late
516,516,shipped
517,517,late
518,518,delivered
519,519,shipped
520,520,late
521,521,delivered
522,522,delivered
523,523,shipped
524,524,delivered
525,525,delivered
526,526,shipped
527,527,late
528,528,delivered
529,529,shipped
530,530,shipped
531,531,delivered
532,532,delivered
533,533,shipped
534,534,late
535,535,late
536,536,delivered
537,537,late
538,538,delivered
539,539,shipped
540,540,delivered
541,541,shipped
542,542,shipped
543,543,shipped
544,544,delivered
545,545,shipped
546,546,late
547,547,delivered
548,548,shipped
549,549,shipped
550,550,shipped
551,551,delivered
552,552,late
553,553,shipped
554,554,late
555,555,shipped
556,556,shipped
557,557,delivered
558,558,shipped
559,559,late
560,560,late
561,561,late
562,562,delivered
563,563,late
564,564,shipped
565,565,late
566,566,shipped
567,567,late
568,568,delivered
569,569,delivered
570,570,shipped
571,571,shipped
572,572,shipped
573,573,late
574,574,delivered
575,575,shipped
576,576,late
577,577,shipped
578,578,late
579,579,shipped
580,580,delivered
581,581,late
582,582,delivered
583,583,shipped
584,584,late
585,585,delivered
586,586,delivered
587,587,shipped
588,588,shipped
589,589,delivered
590,590,shipped
591,591,shipped
592,592,late
593,593,late
594,594,shipped
595,595,delivered
596,596,delivered
597,597,late
598,598,delivered
599,599,late
600,600,shipped
601,601,shipped
602,602,shipped
603,603,late
604,604,delivered
605,605,delivered
606,606,delivered
607,607,late
608,608,delivered
609,609,shipped
610,610,late
611,611,shipped
612,612,late
613,613,late
614,614,shipped
615,615,late
616,616,shipped
617,617,shipped
618,618,delivered
619,619,shipped
620,620,shipped
621,621,shipped
622,622,late
623,623,shipped
624,624,delivered
625,625,delivered
626,626,late
627,627,late
628,628,shipped
629,629,late
630,630,shipped
631,631,shipped
632,632,shipped
633,633,shipped
634,634,late
635,635,late
636,636,delivered
637,637,delivered
638,638,shipped
639,639,late
640,640,delivered
641,641,late
642,642,delivered
643,643,delivered
644,644,late
645,645,late
646,646,late
647,647,delivered
648,648,delivered
649,649,shipped
650,650,delivered
651,651,shipped
652,652,shipped
653,653,shipped
654,654,shipped
655,655,delivered
656,656,shipped
657,657,shipped
658,658,delivered
659,659,delivered
660,660,delivered
661,661,delivered
662,662,shipped
663,663,late
664,664,delivered
665,665,late
666,666,shipped
667,667,late
668,668,shipped
669,669,late
670,670,delivered
671,671,late
672,672,shipped
673,673,late
674,674,delivered
675,675,late
676,676,delivered
677,677,shipped
678,678,shipped
679,679,shipped
680,680,late
681,681,delivered
682,682,shipped
683,683,delivered
684,684,delivered
685,685,delivered
686,686,delivered
687,687,shipped
688,688,shipped
689,689,shipped
690,690,late
691,691,delivered
692,692,delivered
693,693,late
694,694,late
695,695,delivered
696,696,shipped
697,697,delivered
698,698,shipped
699,699,shipped
700,700,delivered
701,701,shipped
702,702,delivered
703,703,delivered
704,704,delivered
705,705,shipped
706,706,late
707,707,shipped
708,708,delivered
709,709,late
710,710,late
711,711,delivered
712,712,delivered
713,713,shipped
714,714,late
715,715,shipped
716,716,delivered
717,717,delivered
718,718,shipped
719,719,shipped
720,720,shipped
721,721,shipped
722,722,delivered
723,723,shipped
724,724,shipped
725,725,late
726,726,delivered
727,727,shipped
728,728,shipped
729,729,late
730,730,late
731,731,shipped
732,732,shipped
733,733,late
734,734,late
735,735,delivered
736,736,delivered
737,737,shipped
738,738,delivered
739,739,delivered
740,740,late
741,741,shipped
742,742,late
743,743,delivered
744,744,shipped
745,745,shipped
746,746,delivered
747,747,late
748,748,shipped
749,749,delivered
750,750,delivered
751,751,shipped
752,752,late
753,753,shipped
754,754,shipped
755,755,late
756,756,delivered
757,757,shipped
758,758,delivered
759,759,delivered
760,760,shipped
761,761,late
762,762,late
763,763,shipped
764,764,shipped
765,765,shipped
766,766,delivered
767,767,delivered
768,768,shipped
769,769,shipped
770,770,shipped
771,771,late
772,772,shipped
773,773,late
774,774,late
775,775,late
776,776,shipped
777,777,shipped
778,778,late
779,779,late
780,780,delivered
781,781,delivered
782,782,shipped
783,783,late
784,784,late
785,785,delivered
786,786,shipped
787,787,shipped
788,788,late
789,789,delivered
790,790,late
791,791,delivered
792,792,shipped
793,793,delivered
794,794,shipped
795,795,shipped
796,796,late
797,797,shipped
798,798,shipped
799,799,late
800,800,late
801,801,shipped
802,802,shipped
803,803,delivered
804,804,shipped
805,805,shipped
806,806,delivered
807,807,shipped
808,808,shipped
809,809,late
810,810,shipped
811,811,shipped
812,812,late
813,813,shipped
814,814,shipped
815,815,late
816,816,late
817,817,late
818,818,delivered
819,819,late
820,820,shipped
821,821,shipped
822,822,shipped
823,823,shipped
824,824,late
825,825,late
826,826,delivered
827,827,shipped
828,828,delivered
829,829,shipped
830,830,shipped
831,831,shipped
832,832,shipped
833,833,late
834,834,delivered
835,835,late
836,836,delivered
837,837,delivered
838,838,delivered
839,839,shipped
840,840,shipped
841,841,late
842,842,shipped
843,843,delivered
844,844,delivered
845,845,late
846,846,late
847,847,shipped
848,848,late
849,849,delivered
850,850,shipped
851,851,shipped
852,852,delivered
853,853,late
854,854,late
855,855,shipped
856,856,shipped
857,857,late
858,858,shipped
859,859,late
860,860,delivered
861,861,delivered
862,862,shipped
863,863,delivered
864,864,delivered
865,865,shipped
866,866,delivered
867,867,delivered
868,868,late
869,869,shipped
870,870,delivered
871,871,shipped
872,872,delivered
873,873,shipped
874,874,late
875,875,late
876,876,late
877,877,delivered
878,878,late
879,879,late
880,880,delivered
881,881,late
882,882,delivered
883,883,delivered
884,884,shipped
885,885,delivered
886,886,delivered
887,887,delivered
888,888,shipped
889,889,shipped
890,890,delivered
891,891,delivered
892,892,shipped
893,893,delivered
894,894,delivered
895,895,late
896,896,shipped
897,897,late
898,898,delivered
899,899,delivered
900,900,delivered
901,901,shipped
902,902,delivered
903,903,shipped
904,904,shipped
905,905,late
906,906,shipped
907,907,delivered
908,908,delivered
909,909,late
910,910,delivered
911,911,late
912,912,delivered
913,913,late
914,914,shipped
915,915,late
916,916,delivered
917,917,shipped
918,918,shipped
919,919,late
920,920,delivered
921,921,shipped
922,922,shipped
923,923,late
924,924,delivered
925,925,shipped
926,926,delivered
927,927,shipped
928,928,delivered
929,929,delivered
930,930,shipped
931,931,shipped
932,932,late
933,933,delivered
934,934,shipped
935,935,late
936,936,delivered
937,937,late
938,938,delivered
939,939,delivered
940,940,late
941,941,delivered
942,942,late
943,943,delivered
944,944,late
945,945,delivered
946,946,shipped
947,947,late
948,948,shipped
949,949,late
950,950,late
951,951,delivered
952,952,delivered
953,953,delivered
954,954,delivered
955,955,late
956,956,shipped
957,957,shipped
958,958,late
959,959,delivered
960,960,shipped
961,961,delivered
962,962,shipped
963,963,shipped
964,964,shipped
965,965,delivered
966,966,shipped
967,967,delivered
968,968,shipped
969,969,delivered
970,970,shipped
971,971,late
972,972,late
973,973,late
974,974,delivered
975,975,late
976,976,late
977,977,shipped
978,978,late
979,979,delivered
980,980,delivered
981,981,delivered
982,982,shipped
983,983,late
984,984,shipped
985,985,shipped
986,986,late
987,987,delivered
988,988,delivered
989,989,late
990,990,shipped
991,991,delivered
992,992,late
993,993,shipped
994,994,shipped
995,995,shipped
996,996,shipped
997,997,shipped
998,998,shipped
999,999,delivered
1000,1000,shipped
1001,1001,late
1002,1002,shipped
1003,1003,shipped
1004,1004,shipped
1005,1005,shipped
1006,1006,delivered
1007,1007,late
1008,1008,shipped
1009,1009,delivered
1010,1010,delivered
1011,1011,shipped
1012,1012,late
1013,1013,late
1014,1014,shipped
1015,1015,shipped
1016,1016,late
1017,1017,late
1018,1018,delivered
1019,1019,shipped
1020,1020,delivered
1021,1021,shipped
1022,1022,delivered
1023,1023,late
1024,1024,shipped
1025,1025,late
1026,1026,shipped
1027,1027,late
1028,1028,late
1029,1029,shipped
1030,1030,delivered
1031,1031,delivered
1032,1032,shipped
1033,1033,delivered
1034,1034,late
1035,1035,delivered
1036,1036,shipped
1037,1037,late
1038,1038,shipped
1039,1039,late
1040,1040,delivered
1041,1041,late
1042,1042,delivered
1043,1043,shipped
1044,1044,shipped
1045,1045,shipped
1046,1046,late
1047,1047,delivered
1048,1048,delivered
1049,1049,delivered
1050,1050,shipped
1051,1051,delivered
1052,1052,delivered
1053,1053,shipped
1054,1054,delivered
1055,1055,delivered
1056,1056,shipped
1057,1057,late
1058,1058,delivered
1059,1059,late
1060,1060,shipped
1061,1061,shipped
1062,1062,late
1063,1063,shipped
1064,1064,delivered
1065,1065,shipped
1066,1066,delivered
1067,1067,late
1068,1068,late
1069,1069,delivered
1070,1070,shipped
1071,1071,delivered
1072,1072,delivered
1073,1073,late
1074,1074,shipped
1075,1075,late
1076,1076,late
1077,1077,late
1078,1078,shipped
1079,1079,shipped
1080,1080,delivered
1081,1081,shipped
1082,1082,late
1083,1083,shipped
1084,1084,shipped
1085,1085,late
1086,1086,late
1087,1087,shipped
1088,1088,late
1089,1089,late
1090,1090,delivered
1091,1091,late
1092,1092,late
1093,1093,late
1094,1094,late
1095,1095,delivered
1096,1096,delivered
1097,1097,shipped
1098,1098,late
1099,1099,shipped
1100,1100,shipped
1101,1101,late
1102,1102,shipped
1103,1103,shipped
1104,1104,shipped
1105,1105,late
1106,1106,shipped
1107,1107,shipped
1108,1108,shipped
1109,1109,delivered
1110,1110,late
1111,1111,delivered
1112,1112,shipped
1113,1113,shipped
1114,1114,late
1115,1115,shipped
1116,1116,delivered
1117,1117,late
1118,1118,delivered
1119,1119,shipped
1120,1120,late
1121,1121,delivered
1122,1122,delivered
1123,1123,late
1124,1124,late
1125,1125,shipped
1126,1126,late
1127,1127,late
1128,1128,delivered
1129,1129,shipped
1130,1130,late
1131,1131,delivered
1132,1132,delivered
1133,1133,late
1134,1134,late
1135,1135,late
1136,1136,late
1137,1137,late
1138,1138,late
1139,1139,late
1140,1140,delivered
1141,1141,delivered
1142,1142,late
1143,1143,late
1144,1144,late
1145,1145,shipped
1146,1146,delivered
1147,1147,late
1148,1148,late
1149,1149,shipped
1150,1150,shipped
1151,1151,shipped
1152,1152,late
1153,1153,late
1154,1154,shipped
1155,1155,late
1156,1156,shipped
1157,1157,delivered
1158,1158,delivered
1159,1159,shipped
1160,1160,late
1161,1161,delivered
1162,1162,late
1163,1163,late
1164,1164,late
1165,1165,late
1166,1166,shipped
1167,1167,delivered
1168,1168,delivered
1169,1169,late
1170,1170,late
1171,1171,delivered
1172,1172,late
1173,1173,late
1174,1174,shipped
1175,1175,delivered
1176,1176,shipped
1177,1177,delivered
1178,1178,delivered
1179,1179,delivered
1180,1180,late
1181,1181,shipped
1182,1182,late
1183,1183,shipped
1184,1184,delivered
1185,1185,late
1186,1186,delivered
1187,1187,shipped
1188,1188,shipped
1189,1189,shipped
1190,1190,late
1191,1191,late
1192,1192,shipped
1193,1193,delivered
1194,1194,delivered
1195,1195,late
1196,1196,shipped
1197,1197,shipped
1198,1198,shipped
1199,1199,late
1200,1200,late
1201,1201,shipped
1202,1202,shipped
1203,1203,shipped
1204,1204,late
1205,1205,delivered
1206,1206,delivered
1207,1207,shipped
1208,1208,shipped
1209,1209,late
1210,1210,late
1211,1211,late
1212,1212,shipped
1213,1213,delivered
1214,1214,shipped
1215,1215,delivered
1216,1216,delivered
1217,1217,delivered
1218,1218,shipped
1219,1219,late
1220,1220,late
1221,1221,late
1222,1222,shipped
1223,1223,delivered
1224,1224,late
1225,1225,late
1226,1226,shipped
1227,1227,shipped
1228,1228,late
1229,1229,late
1230,1230,shipped
1231,1231,late
1232,1232,delivered
1233,1233,delivered
1234,1234,shipped
1235,1235,shipped
1236,1236,delivered
1237,1237,late
1238,1238,late
1239,1239,shipped
1240,1240,shipped
1241,1241,delivered
1242,1242,delivered
1243,1243,shipped
1244,1244,late
1245,1245,late
1246,1246,late
1247,1247,shipped
1248,1248,late
1249,1249,shipped
1250,1250,delivered
1251,1251,late
1252,1252,delivered
1253,1253,shipped
1254,1254,shipped
1255,1255,delivered
1256,1256,late
1257,1257,shipped
1258,1258,shipped
1259,1259,delivered
1260,1260,delivered
1261,1261,late
1262,1262,late
1263,1263,delivered
1264,1264,delivered
1265,1265,shipped
1266,1266,shipped
1267,1267,shipped
1268,1268,shipped
1269,1269,late
1270,1270,late
1271,1271,late
1272,1272,late
1273,1273,late
1274,1274,delivered
1275,1275,late
1276,1276,late
1277,1277,shipped
1278,1278,shipped
1279,1279,late
1280,1280,delivered
1281,1281,delivered
1282,1282,late
1283,1283,late
1284,1284,delivered
1285,1285,late
1286,1286,delivered
1287,1287,shipped
1288,1288,shipped
1289,1289,delivered
1290,1290,late
1291,1291,delivered
1292,1292,delivered
1293,1293,shipped
1294,1294,shipped
1295,1295,shipped
1296,1296,shipped
1297,1297,delivered
1298,1298,delivered
1299,1299,shipped
1300,1300,delivered
1301,1301,delivered
1302,1302,late
1303,1303,delivered
1304,1304,delivered
1305,1305,shipped
1306,1306,late
1307,1307,delivered
1308,1308,late
1309,1309,delivered
1310,1310,shipped
1311,1311,late
1312,1312,late
1313,1313,late
1314,1314,delivered
1315,1315,delivered
1316,1316,late
1317,1317,shipped
1318,1318,delivered
1319,1319,delivered
1320,1320,late
1321,1321,delivered
1322,1322,shipped
1323,1323,delivered
1324,1324,late
1325,1325,shipped
1326,1326,shipped
1327,1327,delivered
1328,1328,delivered
1329,1329,late
1330,1330,shipped
1331,1331,late
1332,1332,shipped
1333,1333,delivered
1334,1334,late
1335,1335,late
1336,1336,delivered
1337,1337,delivered
1338,1338,shipped
1339,1339,late
1340,1340,delivered
1341,1341,late
1342,1342,delivered
1343,1343,shipped
1344,1344,delivered
1345,1345,shipped
1346,1346,late
1347,1347,delivered
1348,1348,late
1349,1349,late
1350,1350,delivered
1351,1351,shipped
1352,1352,delivered
1353,1353,late
1354,1354,late
1355,1355,shipped
1356,1356,delivered
1357,1357,late
1358,1358,late
1359,1359,delivered
1360,1360,shipped
1361,1361,late
1362,1362,delivered
1363,1363,late
1364,1364,shipped
1365,1365,shipped
1366,1366,shipped
1367,1367,shipped
1368,1368,delivered
1369,1369,delivered
1370,1370,shipped
1371,1371,late
1372,1372,delivered
1373,1373,shipped
1374,1374,delivered
1375,1375,shipped
1376,1376,shipped
1377,1377,shipped
1378,1378,delivered
1379,1379,shipped
1380,1380,shipped
1381,1381,delivered
1382,1382,late
1383,1383,shipped
1384,1384,late
1385,1385,late
1386,1386,delivered
1387,1387,delivered
1388,1388,delivered
1389,1389,shipped
1390,1390,late
1391,1391,delivered
1392,1392,late
1393,1393,late
1394,1394,shipped
1395,1395,late
1396,1396,late
1397,1397,late
1398,1398,delivered
1399,1399,shipped
1400,1400,late
1401,1401,delivered
1402,1402,late
1403,1403,late
1404,1404,late
1405,1405,late
1406,1406,shipped
1407,1407,delivered
1408,1408,late
1409,1409,shipped
1410,1410,late
1411,1411,late
1412,1412,delivered
1413,1413,shipped
1414,1414,delivered
1415,1415,delivered
1416,1416,shipped
1417,1417,shipped
1418,1418,delivered
1419,1419,shipped
1420,1420,late
1421,1421,delivered
1422,1422,delivered
1423,1423,shipped
1424,1424,shipped
1425,1425,late
1426,1426,shipped
1427,1427,shipped
1428,1428,delivered
1429,1429,shipped
1430,1430,shipped
1431,1431,delivered
1432,1432,delivered
1433,1433,delivered
1434,1434,delivered
1435,1435,delivered
1436,1436,shipped
1437,1437,delivered
1438,1438,delivered
1439,1439,delivered
1440,1440,shipped
1441,1441,delivered
1442,1442,delivered
1443,1443,delivered
1444,1444,shipped
1445,1445,shipped
1446,1446,late
1447,1447,delivered
1448,1448,shipped
1449,1449,shipped
1450,1450,shipped
1451,1451,shipped
1452,1452,shipped
1453,1453,delivered
1454,1454,shipped
1455,1455,late
1456,1456,late
1457,1457,shipped
1458,1458,shipped
1459,1459,delivered
1460,1460,shipped
1461,1461,shipped
1462,1462,delivered
1463,1463,shipped
1464,1464,delivered
1465,1465,late
1466,1466,shipped
1467,1467,late
1468,1468,late
1469,1469,shipped
1470,1470,late
1471,1471,shipped
1472,1472,late
1473,1473,delivered
1474,1474,late
1475,1475,late
1476,1476,late
1477,1477,late
1478,1478,late
1479,1479,delivered
1480,1480,late
1481,1481,late
1482,1482,late
1483,1483,late
1484,1484,delivered
1485,1485,shipped
1486,1486,late
1487,1487,delivered
1488,1488,late
1489,1489,delivered
1490,1490,shipped
1491,1491,delivered
1492,1492,late
1493,1493,delivered
1494,1494,late
1495,1495,shipped
1496,1496,delivered
1497,1497,late
1498,1498,shipped
1499,1499,late
1500,1500,late
1501,1501,delivered
1502,1502,late
1503,1503,delivered
1504,1504,shipped
1505,1505,late
1506,1506,shipped
1507,1507,late
1508,1508,late
1509,1509,late
1510,1510,late
1511,1511,delivered
1512,1512,late
1513,1513,late
1514,1514,delivered
1515,1515,shipped
1516,1516,shipped
1517,1517,shipped
1518,1518,late
1519,1519,late
1520,1520,shipped
1521,1521,late
1522,1522,shipped
1523,1523,delivered
1524,1524,shipped
1525,1525,shipped
1526,1526,delivered
1527,1527,late
1528,1528,delivered
1529,1529,delivered
1530,1530,late
1531,1531,delivered
1532,1532,shipped
1533,1533,late
1534,1534,shipped
1535,1535,late
1536,1536,delivered
1537,1537,delivered
1538,1538,late
1539,1539,delivered
1540,1540,delivered
1541,1541,late
1542,1542,shipped
1543,1543,late
1544,1544,shipped
1545,1545,late
1546,1546,delivered
1547,1547,late
1548,1548,late
1549,1549,late
1550,1550,delivered
1551,1551,delivered
1552,1552,late
1553,1553,delivered
1554,1554,shipped
1555,1555,late
1556,1556,late
1557,1557,shipped
1558,1558,shipped
1559,1559,late
1560,1560,late
1561,1561,late
1562,1562,shipped
1563,1563,delivered
1564,1564,delivered
1565,1565,shipped
1566,1566,shipped
1567,1567,late
1568,1568,late
1569,1569,shipped
1570,1570,delivered
1571,1571,shipped
1572,1572,late
1573,1573,late
1574,1574,shipped
1575,1575,delivered
1576,1576,shipped
1577,1577,late
1578,1578,late
1579,1579,delivered
1580,1580,shipped
1581,1581,shipped
1582,1582,late
1583,1583,delivered
1584,1584,shipped
1585,1585,shipped
1586,1586,delivered
1587,1587,late
1588,1588,shipped
1589,1589,shipped
1590,1590,delivered
1591,1591,delivered
1592,1592,delivered
1593,1593,late
1594,1594,delivered
1595,1595,late
1596,1596,late
1597,1597,late
1598,1598,shipped
1599,1599,delivered
1600,1600,late
1601,1601,shipped
1602,1602,late
1603,1603,late
1604,1604,late
1605,1605,shipped
1606,1606,shipped
1607,1607,late
1608,1608,delivered
1609,1609,late
1610,1610,shipped
1611,1611,shipped
1612,1612,shipped
1613,1613,late
1614,1614,shipped
1615,1615,shipped
1616,1616,delivered
1617,1617,late
1618,1618,delivered
1619,1619,shipped
1620,1620,shipped
1621,1621,late
1622,1622,shipped
1623,1623,shipped
1624,1624,shipped
1625,1625,shipped
1626,1626,delivered
1627,1627,delivered
1628,1628,late
1629,1629,delivered
1630,1630,shipped
1631,1631,late
1632,1632,shipped
1633,1633,delivered
1634,1634,shipped
1635,1635,delivered
1636,1636,shipped
1637,1637,late
1638,1638,delivered
1639,1639,late
1640,1640,delivered
1641,1641,shipped
1642,1642,shipped
1643,1643,shipped
1644,1644,delivered
1645,1645,shipped
1646,1646,shipped
1647,1647,shipped
1648,1648,shipped
1649,1649,late
1650,1650,late
1651,1651,late
1652,1652,delivered
1653,1653,shipped
1654,1654,shipped
1655,1655,delivered
1656,1656,late
1657,1657,late
1658,1658,shipped
1659,1659,late
1660,1660,delivered
1661,1661,late
1662,1662,late
1663,1663,shipped
1664,1664,delivered
1665,1665,delivered
1666,1666,delivered
1667,1667,delivered
1668,1668,delivered
1669,1669,shipped
1670,1670,delivered
1671,1671,shipped
1672,1672,late
1673,1673,delivered
1674,1674,shipped
1675,1675,late
1676,1676,shipped
1677,1677,shipped
1678,1678,late
1679,1679,delivered
1680,1680,delivered
1681,1681,late
1682,1682,late
1683,1683,delivered
1684,1684,delivered
1685,1685,late
1686,1686,shipped
1687,1687,late
1688,1688,shipped
1689,1689,shipped
1690,1690,delivered
1691,1691,late
1692,1692,shipped
1693,1693,delivered
1694,1694,late
1695,1695,delivered
1696,1696,late
1697,1697,late
1698,1698,delivered
1699,1699,late
1700,1700,late
1701,1701,delivered
1702,1702,delivered
1703,1703,late
1704,1704,delivered
1705,1705,shipped
1706,1706,late
1707,1707,delivered
1708,1708,delivered
1709,1709,late
1710,1710,late
1711,1711,late
1712,1712,delivered
1713,1713,shipped
1714,1714,shipped
