order_item_id,order_id,product_id,qty,price
109,100252,7673,1,4225
110,138685,3233,4,641
111,80831,9278,2,4484
112,55632,8494,1,3190
113,55677,5675,4,2324
114,101180,3571,1,4189
115,102309,2663,1,2984
116,53140,8656,4,4362
117,8651,1899,2,3071
118,178043,1736,3,4601
119,125313,876,1,1580
120,139593,4550,1,317
121,196700,2675,2,3610
122,120416,7016,4,159
123,72869,1523,4,303
124,146718,9907,3,2234
125,273235,3586,4,1117
126,143366,6662,4,4258
127,245140,1597,4,1990
128,288787,8215,1,3542
129,273574,8474,4,1547
130,25679,998,2,663
131,180529,777,3,1275
132,174003,2458,3,2847
133,133988,7048,1,1302
134,281638,3889,3,170
135,134208,7855,3,2365
136,225558,8634,4,731
137,245753,4320,1,4873
138,297980,7188,3,3889
139,193937,9341,3,4962
140,185416,478,1,1492
141,256344,771,4,2316
142,110375,7492,3,3875
143,80098,2179,1,2205
144,114444,6311,4,4981
145,35120,7205,3,4236
146,248118,2705,3,2543
147,17265,3217,4,1981
148,19272,707,4,3497
149,61847,9834,4,1156
150,83361,8890,3,4220
151,290375,4952,1,1861
152,219910,2571,4,4403
153,209534,5151,3,2659
154,291147,4630,1,4908
155,20034,6349,2,1307
156,242107,9279,2,1858
157,194819,9547,1,2688
158,236405,3869,4,140
159,56764,6462,1,233
160,97488,3484,1,1551
161,132480,2319,2,3178
162,207179,2913,3,4434
163,71308,203,3,3816
164,72992,1821,1,2445
165,77296,3098,1,3626
166,185784,9766,1,3119
167,217712,6090,3,2121
168,46213,145,3,4581
169,297469,9984,4,3240
170,43906,8122,3,1482
171,43445,3446,4,229
172,133339,877,4,4320
173,124797,1874,3,153
174,10018,445,4,3422
175,217630,3313,4,4870
176,39304,5802,1,1093
177,112791,4105,2,2983
178,34881,3604,3,1219
179,17966,2663,4,1324
180,290992,3028,1,2766
181,274259,4013,4,1378
182,105980,9755,4,2737
183,35632,1425,4,4973
184,34814,3534,4,4229
185,264625,2163,2,806
186,178374,7378,3,1123
187,43877,6090,1,508
188,64025,9108,3,4377
189,137540,5314,4,4246
190,297198,5737,4,4361
191,84732,9950,1,2206
192,89432,2979,1,2149
193,81214,4087,2,4675
194,240730,4688,3,4874
195,119015,1181,3,3267
196,212592,3417,1,2929
197,211323,8076,1,3870
198,227950,1002,1,932
199,120060,4302,1,712
200,2106,4125,4,2803
201,185276,9156,4,1880
202,4593,3399,2,3044
203,159438,8392,3,4711
204,112547,7376,4,2446
205,215805,4128,3,933
206,19545,9122,4,279
207,95715,1343,4,1191
208,49523,7088,2,2458
209,74485,39,4,1874
210,181798,3270,1,3583
211,15230,3878,4,3550
212,211396,7236,3,4948
213,78188,1494,3,475
214,116276,1211,1,4366
215,211938,2190,2,4747
216,68858,8834,4,4352
217,88308,7860,1,4785
218,238763,8505,1,3211
219,80347,4877,2,2705
220,123175,7442,1,603
221,286456,6011,3,3592
222,17757,7697,2,1914
223,278355,6199,1,4613
224,179582,1364,4,3129
225,239198,7957,1,2747
226,149667,5907,2,3788
227,291105,4958,1,604
228,8180,1497,3,3690
229,80823,5451,2,4867
230,107081,6867,1,4207
231,238052,8139,3,2178
232,228924,6195,1,4925
233,109908,6662,3,2963
234,133965,3713,2,3626
235,204139,1917,2,663
236,181022,4495,1,4093
237,156185,2205,4,3927
238,223261,8902,3,1868
239,113641,8578,1,1339
240,7771,9190,4,4220
241,193248,1365,1,186
242,18825,4244,4,299
243,227698,47,2,4678
244,245856,8817,2,3430
245,119608,6272,2,1091
246,190843,2556,1,2949
247,129913,1969,2,2877
248,18987,9054,1,2049
249,92347,4885,3,113
250,287578,1369,4,2349
251,45273,8785,4,2512
252,130188,5019,1,2028
253,283931,6565,4,133
254,100034,1807,1,3024
255,269513,6469,2,4780
256,191361,240,3,4064
257,195643,3697,2,4447
258,90465,3472,4,3916
259,291171,9526,2,3813
260,226567,7922,3,4837
261,12302,1779,1,3969
262,222052,9559,4,1746
263,181508,2490,2,915
264,211749,4612,2,2243
265,201731,4604,4,1209
266,249805,1691,3,1420
267,42840,4814,1,1892
268,35769,7669,4,1889
269,111756,748,1,2243
270,122367,3929,4,2251
271,12405,1925,3,2302
272,284117,3234,1,4230
273,68900,8088,4,2125
274,232445,1450,4,2839
275,196904,2264,2,2451
276,171556,4438,1,3780
277,101998,5564,1,411
278,228077,5336,3,939
279,49259,9361,4,2184
280,76351,2590,3,4668
281,293825,3288,4,3778
282,24519,7842,3,4647
283,118134,3362,1,4169
284,2228,4565,3,797
285,262722,3795,2,2800
286,99455,4885,4,4085
287,89064,5195,3,790
288,20956,3457,4,1978
289,193886,2286,4,1855
290,82851,6468,4,2548
291,153496,7902,1,3678
292,50363,6977,4,2987
293,195483,280,4,1154
294,99326,1808,4,2198
295,62178,7384,3,1204
296,128799,573,1,2379
297,20678,5780,1,2422
298,181562,3611,2,538
299,292891,4982,2,2457
300,294525,731,2,4852
301,246232,9671,1,154
302,153,1331,2,1783
303,180035,7213,1,3507
304,82714,8689,2,3827
305,152632,8504,2,922
306,79902,5735,3,2611
307,134118,9583,1,3091
308,83496,2540,4,3665
309,220501,3363,1,515
310,250900,5977,4,493
311,143268,3314,2,2723
312,17393,5161,2,3418
313,69652,8872,1,2036
314,207845,5286,1,4893
315,14925,3490,3,1780
316,98806,8708,2,3386
317,146036,7832,2,1850
318,203459,5661,2,2055
319,293735,7305,3,4945
320,212151,7903,2,1381
321,283121,8873,3,2596
322,172117,9740,3,1094
323,240736,6744,1,4903
324,92802,2774,3,2077
325,35521,4927,4,618
326,254420,591,2,4736
327,56349,7954,3,3227
328,237607,7621,1,4782
329,215290,2138,4,4641
330,119852,6702,4,2353
331,126098,32,3,2194
332,89740,8176,4,1153
333,120823,7091,4,2048
334,16355,1005,1,127
335,154043,235,2,3250
336,30592,9771,4,4794
337,23160,6113,2,4673
338,24636,5891,2,961
339,298807,9341,1,977
340,99921,9430,4,2376
341,295846,8610,3,826
342,67711,7951,1,1036
343,271406,569,1,4178
344,206350,8613,1,4043
345,3184,1769,1,4947
346,101236,16,1,4079
347,250976,9188,2,3667
348,262021,5071,3,2269
349,133434,2041,1,226
350,227923,6235,3,1031
351,115805,6411,2,4154
352,203702,247,2,518
353,194617,7600,1,3884
354,216134,6863,1,4097
355,235688,7180,3,3225
356,256659,2924,4,1882
357,280552,5403,4,1935
358,175049,5742,4,232
359,178135,4208,1,3542
360,253814,5264,4,4623
361,2085,5726,4,2991
362,129517,8852,2,3474
363,220103,2132,2,4583
364,219034,8060,3,4647
365,292392,8589,3,2071
366,249482,8410,4,4310
367,25551,3761,4,4143
368,56313,4762,2,3621
369,44093,2366,2,1138
370,296785,7651,1,3975
371,171305,3559,1,4380
372,11369,4748,2,1257
373,10179,4977,2,763
374,185587,6450,2,3494
375,256487,967,2,4449
376,105933,9912,1,1653
377,69674,1415,1,4004
378,245330,2836,3,4014
379,255449,8332,2,4710
380,274042,1807,1,4680
381,73256,8421,1,1151
382,69328,3056,1,2694
383,36040,8724,2,251
384,201888,9411,4,3286
385,56062,6026,4,3190
386,233629,5367,2,1677
387,256788,3556,1,1230
388,272421,3200,2,2188
389,3374,3855,2,343
390,44557,8677,2,2152
391,164574,8357,4,2584
392,237362,1325,1,1734
393,210940,1639,4,4964
394,286669,2501,1,836
395,259115,9428,2,4552
396,104007,3545,4,176
397,268066,4326,2,4381
398,136489,5036,4,3477
399,25094,4791,1,2594
400,184474,112,2,3261
401,185597,3188,3,2634
402,186162,428,2,3183
403,194324,8556,2,2311
404,268942,7706,1,3221
405,102353,5283,2,1627
406,282676,8790,4,756
407,104900,5302,3,2794
408,22879,3705,4,4972
409,6172,8448,3,322
410,259026,4223,3,3610
411,174090,9348,3,4629
412,29310,1627,2,1514
413,266754,8751,4,4498
414,245419,218,2,3654
415,122859,3615,1,3504
416,296046,5045,1,4670
417,224196,6218,4,3105
418,46612,5161,3,4090
419,151305,6461,1,4187
420,57719,4173,1,2535
421,50613,4242,4,1638
422,5698,7821,1,2250
423,77679,6454,1,4941
424,172873,4995,1,542
425,224013,8302,4,4560
426,155181,8761,1,1078
427,187290,838,1,568
428,37610,9536,3,3449
429,116540,5426,3,2680
430,92568,6274,4,1016
431,275302,4532,1,806
432,209261,5162,2,1158
433,156523,7868,1,2356
434,91308,616,2,4442
435,107651,8595,1,3331
436,8087,7309,4,4978
437,131430,3744,4,1535
438,13315,4000,2,3998
439,22588,3585,3,4581
440,66114,9242,4,4689
441,120516,3842,4,3354
442,33802,3637,2,417
443,122753,9817,4,2474
444,268340,1688,4,1875
445,290691,8698,2,2612
446,224719,9188,4,2187
447,2141,4375,1,505
448,217884,3857,1,3990
449,284394,3397,3,3054
450,169531,7056,2,4913
451,110808,9610,3,3703
452,20220,5832,3,3630
453,206014,8286,3,898
454,84173,937,3,837
455,66319,5628,1,3892
456,244595,911,3,1586
457,224977,7989,3,3892
458,161099,6467,3,1197
459,5873,5006,4,292
460,57082,6902,4,176
461,205323,8817,4,3788
462,235617,3768,3,402
463,158433,9367,2,749
464,100923,8258,1,4998
465,149554,6090,2,3263
466,54361,7269,4,2827
467,138202,7035,4,3374
468,281369,982,1,853
469,248742,7056,2,526
470,273106,6281,1,4310
471,216796,332,2,1789
472,144116,49,4,455
473,74739,6751,3,971
474,186874,1342,3,3263
475,211181,6813,1,1305
476,24846,7577,2,2435
477,23499,2609,3,4790
478,32959,1797,3,390
479,118445,7845,4,1262
480,262393,6288,4,3147
481,229732,8707,3,4245
482,31905,5249,2,4551
483,296118,5527,4,877
484,19219,2873,4,852
485,154838,158,2,3670
486,215848,4359,2,3461
487,2814,957,1,2718
488,284704,7698,4,3217
489,251243,7586,1,1451
490,236784,4145,1,1029
491,28610,9604,1,4876
492,180479,699,3,1463
493,53206,5305,3,637
494,279435,4244,3,652
495,94192,1831,2,4549
496,165832,9386,3,1532
497,43992,5350,3,4804
498,253369,4222,1,544
499,141070,7863,1,4711
500,107736,4341,1,2392
501,33963,6805,3,1759
502,69219,9970,3,3755
503,34626,886,4,1353
504,14518,6351,4,4340
505,296259,7906,3,4753
506,4695,7595,1,342
507,65110,5939,4,4197
508,232306,9373,1,4107
509,216541,948,1,3407
510,113287,4350,1,3622
511,222543,755,3,106
512,111083,7271,3,3591
513,177785,1884,4,4574
514,158652,3651,1,2783
515,110042,5966,4,1175
516,90666,9202,3,3247
517,108163,6790,2,3848
518,5738,7766,4,2300
519,58137,7876,1,789
520,16628,4556,4,4593
521,110172,5898,4,4569
522,58987,2384,2,1347
523,238302,2908,2,4313
524,170664,360,3,1755
525,130073,4694,4,3810
526,88189,9865,1,443
527,213784,3026,4,1271
528,254837,4950,2,2937
529,299088,8761,4,3278
530,66596,4598,2,3414
531,56259,8560,1,1113
532,57664,3360,2,2909
533,86719,5208,2,1711
534,101264,1319,3,3904
535,154439,2415,2,2371
536,13564,8411,3,898
537,125296,3059,3,853
538,176014,9444,2,1607
539,29874,7055,2,4258
540,144926,5474,1,3982
541,172121,8932,4,3596
542,230168,5438,4,4436
543,259345,1511,3,587
544,275637,2686,3,1974
545,98442,4469,4,3882
546,157928,9853,2,3940
547,141757,4155,2,616
548,78582,4595,1,3720
549,290260,4823,1,719
550,22209,4717,1,4725
551,264909,4899,2,598
552,190352,6895,1,2009
553,130146,6937,3,3233
554,61979,6117,2,2216
555,215468,5827,2,3325
556,274127,7303,2,2279
557,216123,755,3,4627
558,221986,456,3,4632
559,228215,5984,3,4249
560,124301,2413,4,618
561,153396,277,3,4703
562,163226,4370,4,2087
563,157204,6947,2,184
564,52963,1611,4,709
565,187582,5183,2,4540
566,224496,6543,3,1072
567,16842,3517,4,3107
568,290275,9050,1,4230
569,229673,3573,1,2236
570,8661,4467,3,4960
571,5664,4180,4,1126
572,138558,9003,2,949
573,39324,8561,3,3985
574,27045,9653,3,3423
575,251343,5688,4,3016
576,126840,3934,4,860
577,101220,6184,1,3398
578,36144,657,3,1176
579,146836,6036,3,4597
580,153349,8440,3,1549
581,57377,4375,1,1722
582,219530,2541,1,3642
583,36038,3452,4,4400
584,59169,4761,3,161
585,38720,5302,1,1502
586,8446,2891,4,693
587,72926,9404,3,2705
588,11480,7773,2,2091
589,169879,5701,1,1536
590,25746,7871,4,376
591,8588,1719,1,847
592,258341,6242,4,2532
593,181016,8928,1,1687
594,255571,5536,1,4620
595,58077,8313,4,2674
596,185988,9263,2,2975
597,194410,2394,1,678
598,8802,1993,4,3481
599,181812,7860,3,511
600,144001,9400,2,2291
601,88097,3717,4,3176
602,254453,7249,3,4896
603,124067,1917,2,819
604,93952,3001,4,2700
605,10761,9787,1,3722
606,279998,461,3,229
607,191035,9701,1,836
608,2687,3205,4,896
609,214108,6017,3,2279
610,167366,9070,2,4995
611,62608,376,4,1566
612,150171,2713,3,2024
613,211807,3452,4,4217
614,177377,3061,4,865
615,49550,953,4,3796
616,264506,4186,2,336
617,65468,2027,2,339
618,248275,9322,4,2321
619,130468,2664,3,473
620,97823,3534,1,1373
621,47088,828,2,483
622,182453,3487,1,3141
623,219471,4950,1,3443
624,182404,4226,1,4358
625,211235,6274,2,1777
626,128675,9403,2,277
627,49538,5418,3,4890
628,235198,711,2,919
629,277253,2882,3,906
630,246986,8234,1,109
631,74842,6020,3,318
632,82006,6386,3,780
633,4069,477,3,2771
634,109884,3166,1,3496
635,115493,8256,2,1951
636,252607,3160,4,4654
637,156813,4167,2,550
638,45165,3339,4,568
639,77853,5944,4,3350
640,197738,5255,2,4474
641,59695,8014,3,3511
642,200323,2073,2,1204
643,173878,7697,3,1548
644,211297,9186,1,1623
645,159770,4621,2,3104
646,290538,848,3,2770
647,116463,9335,4,2089
648,15382,7380,4,4775
649,125465,4331,4,3431
650,167178,475,4,3958
651,105255,1803,1,180
652,57220,9666,4,597
653,130828,7695,2,3367
654,37350,6235,4,4035
655,134942,3742,4,3093
656,178764,1520,4,1041
657,89052,5450,2,786
658,287217,1742,3,2393
659,43422,3949,2,2049
660,168379,5707,1,1787
661,96382,1462,3,1349
662,134964,2303,3,2838
663,94013,6469,4,369
664,20151,9888,3,3301
665,46650,1824,4,4616
666,289660,2692,4,4165
667,52350,8278,2,2130
668,216466,4466,4,875
669,233954,8850,1,4633
670,222037,6051,4,2848
671,16405,3267,4,4780
672,294850,772,4,4573
673,117870,1927,3,4953
674,110931,1158,4,4855
675,130024,4388,4,3534
676,63252,9395,4,4886
677,219972,9514,4,1617
678,13252,9039,3,979
679,204162,7625,4,533
680,209606,8881,2,1648
681,279468,4694,4,723
682,165047,8611,4,4716
683,158735,4271,2,3302
684,168486,8239,3,3273
685,294474,9176,1,2877
686,104105,1994,3,4372
687,241108,9832,2,965
688,215154,2130,4,624
689,263418,4926,4,3984
690,28801,6824,3,3798
691,40609,1787,1,1523
692,56895,2253,2,766
693,116202,1987,2,2385
694,207124,3073,3,4078
695,102636,1374,2,2238
696,12671,3544,3,2529
697,85156,6623,4,2807
698,87527,7466,1,3783
699,29233,3831,3,1256
700,139001,9673,1,2967
701,244733,80,3,4786
702,83606,5547,3,3900
703,42024,7817,3,3517
704,252991,7309,1,2669
705,47272,60,3,467
706,242350,2587,1,3326
707,122699,600,1,843
708,14625,7296,2,1905
709,267431,9116,3,1341
710,299764,315,1,3832
711,132198,9477,1,1777
712,23215,4485,3,3251
713,72431,1654,3,1576
714,219677,1938,4,620
715,155495,3108,3,953
716,14623,8665,3,4225
717,31077,4154,2,340
718,47871,507,2,1687
719,3974,1197,1,3371
720,227990,3875,2,3304
721,172930,4466,2,291
722,195443,3016,2,1054
723,188346,4420,3,1378
724,145218,9071,2,2165
725,157018,8205,4,1080
726,38077,8389,2,4291
727,253027,6266,4,4655
728,209318,8453,2,518
729,51091,8278,4,1391
730,286229,6103,4,2308
731,54537,8561,2,967
732,90724,4083,3,1412
733,224461,1508,3,483
734,63025,1839,4,1715
735,35489,7550,3,3109
736,230805,1750,1,3490
737,119788,6030,3,4595
738,270627,7230,2,108
739,250239,1075,4,2027
740,141288,2175,1,2425
741,123655,3115,2,3009
742,237660,9057,1,828
743,57769,3018,3,3584
744,204679,3387,3,3282
745,258747,7477,1,1872
746,176935,7971,1,482
747,94268,2251,2,1244
748,224518,4371,4,4798
749,278897,7785,3,3342
750,88361,946,1,4857
751,50649,308,2,4238
752,128186,9110,1,952
753,88988,8575,4,2709
754,155507,918,4,112
755,64356,6284,4,3254
756,226365,2289,3,2492
757,32328,6069,1,2378
758,32019,9744,1,509
759,118964,7955,1,2698
760,76188,5819,4,2039
761,119800,9054,2,4879
762,210433,2226,1,1272
763,144224,66,4,4190
764,41345,7202,1,287
765,96059,8819,1,2647
766,290307,2238,3,399
767,99186,7504,2,4813
768,128845,6041,4,2617
769,189383,82,2,676
770,247882,485,2,2481
771,123016,7835,4,1207
772,160548,2470,3,823
773,247004,8370,2,1550
774,183443,5472,3,3762
775,19698,8086,1,2825
776,115146,7926,2,4584
777,214586,6727,4,636
778,294164,9318,2,4890
779,144490,8440,1,1855
780,148727,6065,3,3277
781,193494,2075,4,1668
782,63085,228,2,4304
783,182447,8467,3,2992
784,287734,3027,2,152
785,268406,7859,3,3656
786,267818,8561,3,2726
787,49113,5459,1,498
788,239683,1922,3,4931
789,247828,8871,2,2751
790,3901,5737,2,3379
791,158615,7861,1,4199
792,175894,5855,3,2188
793,33847,1490,1,4285
794,293031,6865,4,482
795,151403,2343,1,2949
796,279392,7181,4,560
797,35051,4051,2,1243
798,66441,7846,1,1365
799,1796,6547,3,4228
800,83814,8788,3,167
801,181803,7211,4,742
802,140696,8287,4,3969
803,161403,5283,2,4930
804,289328,1267,3,650
805,235928,7799,2,1742
806,244897,2410,1,1968
807,185903,428,3,2018
808,47506,29,4,3248
809,287614,7529,4,3853
810,104468,353,3,4771
811,259840,8995,4,965
812,166626,4795,4,3776
813,75140,704,2,4023
814,54064,6525,2,4799
815,292932,4058,3,4223
816,43748,4014,3,1724
817,231020,1461,4,371
818,201169,1424,4,1854
819,253030,3584,2,1678
820,259388,9794,1,2441
821,145976,9003,1,3212
822,130560,4205,4,1251
823,70708,273,4,1168
824,171194,1056,3,801
825,122268,6858,4,4383
826,42153,1757,3,2702
827,94997,9433,2,3646
828,202864,8147,4,643
829,79128,4093,1,1005
830,110636,2198,3,2138
831,67517,2833,1,4783
832,256806,9511,3,4542
833,195518,6103,3,4094
834,168554,9195,3,4327
835,121920,7265,3,3361
836,288488,8667,1,1389
837,287089,5828,2,3473
838,116149,3683,3,295
839,8617,2219,3,151
840,69047,7250,3,3877
841,137255,5029,3,2783
842,131055,169,2,551
843,250269,9352,2,1528
844,68042,4501,4,725
845,37778,7227,2,4377
846,87449,2507,3,4322
847,68235,5699,4,3477
848,114781,9925,4,4834
849,83569,1367,3,2276
850,221583,510,1,3093
851,49206,4207,3,1791
852,205548,1670,1,487
853,145244,3900,4,2419
854,151934,4884,2,3018
855,190827,4211,3,2546
856,270000,8075,3,206
857,211964,497,2,4548
858,92018,705,2,4544
859,27851,4823,2,4688
860,113056,7268,3,4607
861,286634,8253,3,3543
862,91873,4336,1,4608
863,169194,469,2,183
864,146580,6620,2,3197
865,197569,1131,3,1859
866,28858,6526,3,1612
867,266455,7904,1,214
868,195047,27,1,1543
869,101391,6592,4,1513
870,66814,2858,4,1548
871,271954,7388,3,1264
872,179381,1051,1,4275
873,182186,2873,1,3011
874,141183,5088,3,2084
875,197037,884,2,2538
876,125331,6821,2,2687
877,69522,4813,4,3581
878,249094,7400,3,919
879,48634,4646,2,3141
880,22063,1243,2,2833
881,215503,4396,3,3135
882,178311,5394,2,3530
883,143146,571,2,3905
884,85623,7770,3,1746
885,233538,6170,2,2847
886,198909,5455,3,2608
887,213988,9694,2,2493
888,46373,8893,3,829
889,293135,8582,4,4234
890,107718,7793,3,2969
891,257791,8538,2,2797
892,91080,9815,4,1017
893,198285,6977,4,123
894,287612,8820,2,2145
895,116449,4519,1,3117
896,217079,6499,4,630
897,581,7535,4,4258
898,236726,1293,1,3701
899,53351,4349,4,791
900,208366,1834,4,3070
901,169731,1658,2,1743
902,42077,8349,1,4206
903,285415,6465,1,3374
904,123683,5638,1,2465
905,9126,1212,4,575
906,27847,5187,1,2398
907,93776,385,1,199
908,275928,5711,4,640
909,121439,799,2,459
910,51156,6104,4,2678
911,35003,3759,1,1391
912,220356,26,3,4947
913,155018,7998,4,3528
914,139623,2437,1,2949
915,268451,9280,1,4370
916,161094,607,4,2347
917,246670,503,4,2764
918,206344,9590,4,168
919,48607,4566,1,1153
920,277810,1166,3,2575
921,140711,4842,2,3645
922,202346,3713,3,4589
923,295274,13,4,1929
924,134209,4377,1,4112
925,71271,3116,2,247
926,190979,2510,1,3480
927,21521,2738,2,739
928,3678,7816,4,3638
929,39597,4972,3,3917
930,81784,2571,3,4241
931,285494,6516,3,1807
932,40696,4301,3,4210
933,262939,1196,4,1747
934,62308,96,4,462
935,264561,5628,1,4801
936,19499,9968,4,1985
937,163262,9722,4,1948
938,298951,5036,1,2010
939,109344,5498,3,1964
940,275424,4424,2,4018
941,287007,9682,4,4258
942,86330,4945,3,4192
943,216398,1185,3,4696
944,251157,8431,1,3532
945,173393,9970,1,2843
946,298512,4457,1,4516
947,21201,9958,2,623
948,22457,3079,3,1183
949,232665,9642,3,2624
950,127477,4630,2,4094
951,121645,4973,1,747
952,232402,9284,4,3691
953,162763,3495,4,3779
954,147158,5402,4,3895
955,49425,6394,3,2892
956,103152,2153,3,3997
957,134867,3841,2,2286
958,280158,4034,4,4176
959,151843,4730,4,4795
960,46306,601,4,4020
961,222492,5099,1,2273
962,45455,9639,4,546
963,90254,1869,4,4154
964,10181,1977,4,2322
965,186602,8222,3,1936
966,296454,9340,4,654
967,183522,1987,1,2728
968,123474,5123,1,4406
969,196318,4854,2,4149
970,288903,9953,4,4181
971,51470,2803,4,2326
972,276555,9296,3,1852
973,215964,4586,3,4589
974,246010,4642,1,788
975,100696,1909,3,2691
976,261757,9783,1,3481
977,154321,6403,1,4900
978,42781,5800,3,4409
979,140589,1775,2,1485
980,50492,6448,2,1499
981,12587,8049,3,3614
982,188735,685,4,1335
983,14694,2977,4,4911
984,240998,4406,4,4786
985,213958,9221,4,2835
986,91261,1782,3,2193
987,160168,899,3,569
988,132951,703,2,584
989,95717,2470,2,3875
990,171698,4136,2,2745
991,206227,4623,3,3138
992,51252,5338,1,4735
993,241443,9981,1,444
994,289369,747,3,2022
995,42179,2929,3,4509
996,91218,6683,1,4070
997,35900,9353,2,3309
998,277475,2218,1,3508
999,221571,226,3,4824
1000,153990,7003,1,957
1001,50463,5739,2,3593
1002,275731,8357,3,3217
1003,99357,1595,3,3205
1004,257388,7904,4,361
1005,253188,4417,3,3804
1006,263247,317,4,4133
1007,269075,22,4,608
1008,155306,8498,1,4490
1009,86074,7858,4,4838
1010,188439,3060,3,2363
1011,230712,3813,4,1977
1012,10394,5575,4,1910
1013,295915,1554,2,2897
1014,60062,4891,1,1374
1015,3430,2521,2,2114
1016,150416,3695,2,3901
1017,212221,9539,4,2628
1018,260257,9383,2,2532
1019,247853,8175,1,4334
1020,12909,9771,2,2533
1021,279065,9104,4,1801
1022,186377,220,1,4178
1023,235076,206,1,4740
1024,266720,9469,3,476
1025,146552,5911,4,566
1026,221092,1207,2,3257
1027,126136,3396,1,1491
1028,16917,3372,4,2387
1029,99093,9329,1,802
1030,180019,171,1,702
1031,143018,1654,1,1302
1032,54381,7213,4,2373
1033,171072,498,4,3132
1034,94879,152,2,575
1035,124660,5204,2,4313
1036,118772,6252,3,4758
1037,220642,6752,2,1248
1038,3346,5801,4,3301
1039,139780,1790,2,2258
1040,217193,658,3,1818
1041,161329,2308,4,2353
1042,221957,3317,3,1521
1043,224508,7665,3,3350
1044,209659,920,3,4130
1045,88696,8464,3,770
1046,42317,8022,2,4353
1047,21481,6918,3,3220
1048,25042,1411,2,1944
1049,247949,6594,1,2287
1050,200682,1431,3,681
1051,29047,9676,1,4294
1052,210954,484,2,3653
1053,280996,6943,4,1836
1054,79287,4590,1,1918
1055,189726,3494,4,2752
1056,293455,251,3,4563
1057,213609,6084,1,1911
1058,228072,5580,2,2961
1059,100914,6991,3,4701
1060,216074,6378,4,2301
1061,194295,7056,4,3117
1062,265997,8151,2,3974
1063,225822,4177,1,266
1064,280553,9317,4,1605
1065,45025,2501,4,4595
1066,234109,2864,1,1599
1067,73151,8493,2,1482
1068,59503,56,3,3643
1069,29316,8488,1,3834
1070,209843,9848,4,1548
1071,257560,375,3,4641
1072,142578,5657,1,793
1073,163968,7590,1,1616
1074,174127,9085,3,4123
1075,172781,3383,2,2153
1076,222532,7815,2,473
1077,267853,1741,2,468
1078,73488,7181,2,566
1079,247390,6892,1,4892
1080,206942,3064,1,2324
1081,89509,7889,2,1720
1082,37967,1759,4,4209
1083,258757,6950,2,3118
1084,179487,1781,4,1084
1085,5497,9761,3,4155
1086,204764,3340,2,3815
1087,195149,765,2,1217
1088,260581,1554,2,395
1089,166277,5781,3,220
1090,266633,7426,3,3148
1091,98702,1980,3,4493
1092,14969,7981,1,4913
