product_id,category_id,supplier_id,price
271,12,173,4601
272,10,92,4831
273,27,164,4148
274,24,89,2849
275,26,90,1161
276,23,41,3082
277,3,33,1803
278,18,40,1683
279,1,170,3713
280,11,71,4843
281,3,86,1227
282,27,198,294
283,2,1,303
284,5,194,4099
285,3,181,519
286,17,76,3194
287,30,49,4636
288,14,163,1693
289,25,160,3989
290,2,197,771
291,4,127,2699
292,12,69,352
293,16,138,4689
294,22,95,3757
295,17,138,4892
296,27,128,3874
297,4,62,1779
298,15,18,3356
299,15,153,2134
300,11,168,478
301,27,60,1623
302,4,36,4435
303,8,21,3261
304,26,24,1402
305,23,194,241
306,21,91,3984
307,26,184,218
308,3,40,4276
309,2,121,2639
310,17,180,415
311,20,10,1708
312,4,185,1941
313,18,146,3038
314,16,127,2937
315,7,118,2222
316,21,56,1123
317,22,44,1880
318,5,20,1743
319,1,129,3950
320,5,100,1990
321,9,78,4042
322,29,166,2985
323,4,193,2132
324,17,168,371
325,17,77,4042
326,18,83,3317
327,28,167,976
328,21,138,134
329,3,159,4513
330,11,96,4483
331,15,84,4489
332,28,104,3702
333,8,1,1037
334,21,63,3788
335,8,57,3723
336,15,90,1376
337,11,64,4740
338,25,82,807
339,6,6,4820
340,9,115,2534
341,1,175,2746
342,1,131,3354
343,28,20,3605
344,24,116,2499
345,25,194,478
346,5,11,1242
347,22,93,1299
348,3,149,1901
349,25,2,1776
350,16,62,2889
351,27,154,4290
352,30,56,4118
353,10,69,1567
354,29,55,4157
355,10,101,1608
356,28,43,3480
357,15,91,2292
358,16,72,2598
359,11,135,3050
360,11,119,1372
361,19,173,1442
362,19,163,201
363,2,62,4449
364,19,29,1258
365,17,93,2944
366,9,147,1174
367,17,58,4568
368,15,10,2447
369,12,159,1556
370,15,39,3208
371,9,81,2516
372,23,108,4308
373,5,45,4459
374,21,145,352
375,10,128,4587
376,7,76,1661
377,11,9,4055
378,25,175,4222
379,30,64,3559
380,2,166,2491
381,6,116,4167
382,13,38,3162
383,29,49,930
384,19,135,1288
385,21,136,4197
386,14,15,3377
387,27,179,3748
388,2,112,3137
389,4,31,4724
390,5,126,1953
391,9,107,3496
392,29,165,188
393,9,77,3077
394,20,99,3626
395,3,41,3461
396,19,61,189
397,27,68,3810
398,16,51,1692
399,13,131,2881
400,23,153,4528
401,13,28,1585
402,4,143,2826
403,22,86,3123
404,29,192,4493
405,15,4,976
406,10,46,2776
407,20,21,1094
408,4,90,2239
409,9,33,2233
410,25,68,1938
411,13,17,2587
412,29,189,368
413,3,108,1233
414,20,21,420
415,19,127,3795
416,5,25,1558
417,29,147,1833
418,2,158,3489
419,6,124,3623
420,17,114,2337
421,26,82,984
422,13,126,4137
423,22,78,432
424,20,115,999
425,16,190,4417
426,3,11,598
427,11,163,3742
428,8,172,3266
429,26,188,990
430,27,43,2780
431,12,4,2247
432,2,69,2187
433,8,105,4199
434,24,189,2587
435,25,115,3967
436,5,4,4276
437,7,33,1235
438,1,63,1141
439,1,147,2651
440,18,39,4423
441,13,72,2156
442,15,195,759
443,24,122,4669
444,26,89,1713
445,27,157,1517
446,13,96,3140
447,23,129,4950
448,9,87,3468
449,19,90,1850
450,19,151,3072
451,19,104,4532
452,13,43,3020
453,26,175,386
454,25,119,181
455,3,107,2594
456,12,172,2362
457,6,92,3573
458,3,153,213
459,26,22,578
460,24,168,1839
461,10,138,3425
462,25,165,2983
463,18,82,1036
464,28,127,4090
465,14,129,379
466,5,42,891
467,10,178,1241
468,11,35,4641
469,1,195,922
470,15,132,3427
471,5,5,291
472,13,189,4048
473,23,25,2863
474,1,136,3418
475,22,188,374
476,12,192,742
477,6,166,1680
478,15,117,3272
479,22,53,1521
480,7,59,2562
481,12,155,3176
482,30,49,3402
483,22,145,1846
484,17,132,1581
485,1,86,3681
486,24,53,416
487,22,65,3808
488,14,29,2923
489,19,28,2347
490,19,32,4306
491,13,169,2700
492,29,154,3066
493,26,107,4633
494,17,82,3105
495,12,176,4567
496,6,165,548
497,30,35,2894
498,13,186,636
499,4,112,1938
500,2,141,242
501,22,16,2928
502,6,145,3384
503,24,26,809
504,18,115,3881
505,30,191,830
506,17,59,909
507,10,130,594
508,11,191,1728
509,17,63,1183
510,13,105,1237
511,27,180,3857
512,8,70,1465
513,14,180,2733
514,26,157,299
515,13,21,1068
516,5,111,2590
517,9,156,779
518,8,197,2611
519,30,124,2398
520,25,94,4100
521,14,15,1425
522,9,111,2169
523,12,34,4325
524,14,11,4303
525,22,9,1942
526,7,152,4110
527,16,142,1755
528,6,13,1617
529,24,191,3622
530,3,58,1694
531,29,181,1083
532,9,173,2464
533,24,106,1713
534,21,103,4485
535,26,80,1658
536,23,32,4338
537,1,23,1771
538,15,126,1066
539,4,39,215
540,8,27,3104
541,24,148,4239
542,5,168,1192
543,12,23,3965
544,24,11,2590
545,3,59,3271
546,24,131,905
547,28,141,4112
548,13,112,1637
549,25,36,4053
550,3,109,1348
551,1,129,3333
552,13,112,4798
553,28,135,4600
554,8,62,4780
555,4,32,761
556,3,9,2542
557,6,162,2020
558,7,94,737
559,8,55,1128
560,5,170,814
561,6,25,4149
562,18,105,3825
563,25,106,4097
564,20,121,1740
565,22,193,2948
566,15,108,2254
567,22,176,2438
568,20,171,3948
569,3,79,1076
570,24,108,4855
571,25,15,977
572,30,195,3122
573,20,83,946
574,20,168,2966
575,27,36,3844
576,26,8,4903
577,12,199,908
578,24,131,1535
579,9,72,101
580,30,49,836
581,29,87,4113
582,13,87,2487
583,12,196,4568
584,15,197,261
585,4,79,3674
586,28,156,2609
587,13,183,4540
588,20,160,1604
589,17,43,2251
590,15,111,1233
591,20,150,3546
592,16,188,1791
593,8,40,1211
594,17,175,3683
595,3,12,4950
596,6,197,1530
597,15,143,4512
598,16,178,407
599,26,99,4658
600,17,97,1883
601,12,122,1841
602,12,142,4306
603,5,169,2532
604,20,200,2260
605,9,141,2251
606,18,83,2869
607,1,82,1409
608,14,48,1910
609,17,150,4546
610,20,33,190
611,26,53,3706
612,29,137,790
613,29,157,2652
614,30,96,3754
615,15,12,4168
616,7,86,4464
617,17,60,4689
618,16,78,1729
619,10,167,3681
620,12,44,2785
621,30,108,3821
622,1,50,1585
623,20,7,1833
624,30,89,4221
625,10,144,1951
626,26,174,3917
627,16,92,3398
628,25,198,1716
629,26,188,3008
630,16,56,1827
631,1,167,4662
632,1,182,2285
633,16,88,2173
634,4,31,4728
635,27,54,554
636,28,81,1468
637,24,69,3934
638,28,183,3361
639,14,98,414
640,19,16,4344
641,6,14,2422
642,13,61,547
643,13,6,3595
644,18,200,1283
645,30,15,3633
646,27,73,3369
647,27,114,4157
648,10,83,4712
649,29,140,4812
650,7,184,4029
651,15,159,745
652,20,32,4712
653,4,31,608
654,3,51,3309
655,18,13,4182
656,15,11,708
657,17,159,4592
658,20,128,2136
659,14,147,2344
660,19,109,1386
661,13,73,4983
662,16,17,3417
663,13,57,2804
664,16,63,4653
665,20,141,3235
666,23,55,3329
667,3,157,2784
668,2,148,1967
669,8,28,939
670,29,11,661
671,22,47,1489
672,17,170,2640
673,8,114,4137
674,30,122,795
675,4,130,2440
676,8,47,4838
677,23,101,3350
678,29,67,1220
679,23,199,2275
680,28,168,1818
681,5,75,4194
682,9,83,4200
683,28,44,411
684,6,8,3870
685,9,29,4775
686,10,62,4507
687,20,58,3407
688,2,148,2708
689,7,167,3630
690,27,69,1517
691,19,76,360
692,13,174,1419
693,22,53,1151
694,20,18,3229
695,25,172,1307
696,29,103,733
697,10,20,4104
698,27,139,569
699,3,129,4729
700,18,193,886
701,18,105,4365
702,17,8,798
703,5,122,1943
704,3,22,4651
705,3,193,3427
706,20,159,3871
707,5,151,4252
708,28,9,3666
709,26,7,2105
710,26,199,4298
711,15,27,686
712,20,200,3418
713,24,103,2908
714,9,87,3033
715,18,81,1403
716,16,71,1278
717,13,134,3793
718,11,22,2778
719,3,113,4893
720,23,193,474
721,1,28,4811
722,14,107,254
723,27,140,2342
724,26,23,3218
725,21,68,882
726,27,64,189
727,15,115,3774
728,23,137,2343
729,2,161,4828
730,2,103,848
731,6,159,377
732,13,151,2123
733,21,117,3984
734,6,155,4065
735,10,173,2405
736,18,35,4021
737,27,45,4908
738,27,90,3256
739,4,152,4797
740,20,64,4354
741,4,107,547
742,21,125,1799
743,25,163,1121
744,10,30,3343
745,18,8,639
746,12,117,4447
747,6,127,2192
748,17,198,4376
749,6,138,2374
750,11,21,4381
751,23,159,1244
752,24,179,4261
753,21,54,3843
754,25,79,4988
755,6,185,3290
756,22,4,1582
757,13,9,3644
758,13,61,2410
759,6,91,3287
760,8,54,3253
761,18,37,4520
762,20,157,2138
763,10,37,4074
764,14,42,233
765,30,52,1494
766,11,3,4287
767,12,172,522
768,12,87,2526
769,26,129,410
770,11,91,4325
771,19,10,2178
772,22,85,738
773,19,41,1368
774,30,174,4516
775,28,190,2755
776,1,40,4034
777,19,40,4913
778,30,76,3639
779,3,191,1588
780,7,98,526
781,22,162,229
782,5,192,1225
783,10,160,3578
784,20,176,4269
785,16,91,1851
786,11,156,4528
787,21,72,3431
788,6,139,4740
789,26,171,1801
790,6,44,4471
791,25,38,2037
792,11,77,803
793,13,155,4417
794,12,181,3947
795,28,131,1079
796,19,22,3870
797,5,77,4780
798,1,86,1434
799,23,4,3250
800,21,182,2027
801,1,119,3509
802,11,101,1254
803,12,84,3702
804,10,41,3193
805,25,133,3961
806,27,160,1508
807,21,64,1619
808,14,184,3382
809,6,177,1947
810,4,17,4127
811,21,167,4215
812,11,151,4005
813,26,6,1074
814,3,41,4317
815,10,30,4363
816,3,199,4660
817,16,198,2284
818,30,11,4172
819,12,116,1472
820,28,116,153
821,17,182,755
822,27,122,2136
823,25,16,263
824,1,103,3478
825,26,121,2912
826,21,24,2212
827,15,79,4881
828,29,26,929
829,30,175,2498
830,26,136,678
831,20,60,1758
832,2,175,4912
833,4,96,1069
834,6,101,4313
835,8,87,1772
836,11,77,3853
837,24,19,1969
838,12,139,3071
839,9,43,3777
840,30,114,783
841,12,81,972
842,22,17,3903
843,21,164,1163
844,17,118,3213
845,22,94,4260
846,13,31,3849
847,22,169,4314
848,30,159,2124
849,10,111,4435
850,13,151,3963
851,12,99,678
852,4,170,870
853,17,40,4015
854,28,164,4398
855,2,55,201
856,10,89,2953
857,8,179,329
858,11,177,1088
859,25,28,466
860,4,121,1685
861,7,149,484
862,8,43,4175
863,17,7,3160
864,8,9,744
865,17,114,566
866,3,136,4278
867,2,122,1380
868,16,31,1709
869,29,142,2099
870,24,192,4192
871,3,183,3592
872,27,191,2722
873,15,115,1247
874,14,174,543
875,29,175,283
876,1,166,694
877,26,182,3792
878,23,186,1260
879,7,118,4926
880,12,173,3607
881,23,4,441
882,22,100,642
883,6,157,701
884,19,78,1846
885,14,61,2071
886,21,87,2679
887,17,180,1986
888,12,89,4162
889,27,128,3145
890,4,156,604
891,12,103,378
892,14,177,470
893,16,195,4398
894,16,87,2766
895,3,5,273
896,4,68,282
897,29,161,656
898,5,18,4445
899,6,19,1309
900,8,141,4187
901,8,165,2175
902,4,99,1614
903,21,32,2583
904,30,124,2785
905,22,36,4289
906,29,175,1622
907,4,83,3238
908,29,97,2859
909,8,93,1468
910,5,149,2389
911,27,159,4414
912,19,167,3106
913,25,105,2364
914,1,2,2925
915,29,62,2327
916,24,194,3499
917,8,177,1681
918,7,193,1412
919,8,164,371
920,14,174,3474
921,1,142,2919
922,4,111,1702
923,14,150,618
924,21,128,2182
925,4,19,4936
926,30,79,124
927,7,197,2165
928,27,192,1096
929,22,161,4024
930,15,136,811
931,5,70,3999
932,18,144,449
933,10,163,1490
934,2,14,3955
935,10,102,2812
936,16,197,1317
937,15,163,1562
938,3,129,2751
939,16,73,2603
940,15,139,3712
941,20,39,1656
942,30,93,1684
943,2,175,2499
944,6,93,4620
945,20,34,4367
946,1,46,2121
947,30,103,4164
948,10,129,2158
949,21,159,1552
950,14,104,3188
951,4,199,4354
952,25,1,2954
953,21,107,419
954,13,111,3252
955,24,181,3089
956,1,6,3180
957,5,136,2024
958,19,3,4763
959,18,154,171
960,14,74,1352
961,18,86,1100
962,28,165,4682
963,30,193,1659
964,30,193,1089
965,3,176,471
966,13,21,1384
967,20,73,1791
968,15,36,1633
969,14,79,4433
970,8,70,4639
971,5,175,373
972,21,166,4961
973,25,146,2275
974,19,129,4424
975,7,153,801
976,18,111,4130
977,23,56,354
978,5,6,869
979,26,161,1838
980,11,16,1037
981,15,5,612
982,24,88,968
983,6,22,2502
984,12,48,4665
985,17,145,3800
986,7,47,660
987,10,7,907
988,5,119,969
989,30,80,1170
990,8,50,1675
991,19,41,2217
992,27,140,513
993,8,126,1927
994,22,124,1000
995,21,104,819
996,29,139,1983
997,26,59,1380
998,24,38,4702
999,28,80,2704
1000,10,19,2991
1001,13,90,2675
1002,30,122,4661
1003,17,30,3796
1004,22,154,4608
1005,14,105,2859
1006,19,27,3092
1007,2,103,2323
1008,3,176,2854
1009,9,86,2313
1010,21,154,1462
1011,10,179,3062
1012,17,157,1203
1013,7,74,3390
1014,26,141,1290
1015,17,73,3462
1016,19,171,406
1017,6,122,2417
1018,18,143,3514
1019,2,17,4501
1020,12,132,687
1021,10,89,1767
1022,17,153,3707
1023,8,40,1763
1024,22,200,377
1025,2,51,1383
1026,28,50,993
1027,21,23,3091
1028,28,14,3776
1029,5,65,977
1030,15,13,3854
1031,2,169,1520
1032,10,1,589
1033,28,121,4138
1034,26,65,2791
1035,25,28,2343
1036,8,23,187
1037,21,56,112
1038,20,115,1900
1039,2,43,1357
1040,18,57,2029
1041,5,181,4540
1042,25,26,771
1043,15,8,328
1044,1,155,669
1045,6,187,272
1046,22,1,3888
1047,7,57,3504
1048,17,15,1513
1049,17,138,3913
1050,14,98,1607
1051,26,2,2074
1052,26,2,2212
1053,27,147,2174
1054,26,31,3044
1055,2,133,356
1056,4,116,1093
1057,25,117,670
1058,9,195,473
1059,21,48,2409
1060,5,144,1268
1061,5,64,1658
1062,18,21,882
1063,7,189,1935
1064,8,70,3813
1065,1,140,3610
1066,16,136,1972
1067,23,29,1665
1068,4,163,1092
1069,14,75,1039
1070,10,127,2054
1071,25,65,2705
1072,8,161,4487
1073,1,119,540
1074,13,182,2307
1075,16,56,2543
1076,19,13,116
1077,11,181,4906
1078,3,121,3409
1079,7,130,2635
1080,10,58,2018
1081,12,22,4385
1082,12,53,1446
1083,17,191,446
1084,19,6,1534
1085,26,42,894
1086,27,119,336
1087,28,73,1288
1088,18,159,4391
1089,3,175,3687
1090,6,194,3221
1091,9,200,4179
1092,25,166,4486
1093,30,130,3010
1094,9,189,903
1095,10,127,4278
1096,22,76,3875
1097,27,137,3463
1098,17,70,2164
1099,19,50,4099
1100,3,167,1227
1101,9,164,1513
1102,11,93,1548
1103,16,44,2750
1104,26,145,1340
1105,22,80,1122
1106,26,53,1431
1107,18,60,2255
1108,3,36,912
1109,2,106,3622
1110,25,191,963
1111,13,169,4361
1112,21,154,4281
1113,6,172,3711
1114,4,50,1307
1115,26,119,4146
1116,18,141,1047
1117,24,130,3771
1118,25,193,1436
1119,21,88,3253
1120,12,40,861
1121,25,71,2935
1122,18,36,595
1123,17,184,4610
1124,28,57,1382
1125,27,174,1610
1126,6,30,3420
1127,2,74,4465
1128,28,93,3672
1129,11,37,1689
1130,27,187,100
1131,16,129,3289
1132,23,104,1115
1133,19,95,375
1134,28,74,3096
1135,11,62,2322
1136,1,66,4896
1137,13,22,4644
1138,5,158,3014
1139,8,30,2021
1140,28,68,2380
1141,10,130,2475
1142,14,9,4786
1143,1,37,3401
1144,2,100,3572
1145,30,140,3295
1146,1,25,4815
1147,5,61,3463
1148,23,37,1223
1149,7,17,1752
1150,8,71,3143
1151,6,100,2322
1152,5,97,4803
1153,4,50,2281
1154,27,174,824
1155,9,187,4679
1156,14,167,4999
1157,2,101,3167
1158,26,48,1428
1159,12,170,4371
1160,16,94,140
1161,1,45,1770
1162,28,194,1818
1163,2,185,1014
1164,8,19,152
1165,6,176,1254
1166,23,137,2626
1167,5,43,1141
1168,15,147,503
1169,21,192,4330
1170,1,24,3590
1171,16,178,812
1172,8,55,4837
1173,7,121,1408
1174,28,82,743
1175,9,18,2876
1176,12,139,1206
1177,14,77,4301
1178,10,115,3009
1179,9,84,4417
1180,28,71,1037
1181,28,119,2665
1182,16,170,2052
1183,14,134,4225
1184,17,177,3508
1185,25,175,2605
1186,21,2,4775
1187,13,169,3670
1188,1,81,3991
1189,24,53,1909
1190,15,182,3264
1191,17,16,2819
1192,10,187,3554
1193,20,123,1056
1194,10,5,4403
1195,27,124,4845
1196,20,94,4046
1197,29,167,4716
1198,10,197,2409
1199,25,42,4781
1200,2,150,1372
1201,12,80,4437
1202,8,64,1968
1203,16,139,717
1204,7,83,3196
1205,24,93,4066
1206,24,148,4764
1207,23,46,667
1208,9,3,3159
1209,9,181,669
1210,3,182,3035
1211,20,123,633
1212,6,96,531
1213,22,197,3267
1214,10,42,3438
1215,19,82,358
1216,30,54,4218
1217,1,41,2257
1218,17,79,167
1219,5,153,2783
1220,13,84,4171
1221,10,197,184
1222,19,200,1664
1223,27,46,4928
1224,10,107,4734
1225,8,119,3838
1226,1,186,1008
1227,2,184,2162
1228,12,97,3187
1229,26,15,2172
1230,14,140,2096
1231,25,144,806
1232,11,155,3396
1233,21,195,1489
1234,26,130,4591
1235,26,49,1175
1236,27,45,3609
1237,5,168,4353
1238,19,33,3916
1239,22,180,2724
1240,26,93,1255
1241,17,133,508
1242,21,133,4936
1243,27,183,4666
1244,22,41,4040
1245,14,35,1058
1246,6,116,3762
1247,11,74,1501
1248,27,18,1597
1249,24,94,3540
1250,9,147,852
1251,6,65,2307
1252,4,162,3959
1253,12,27,1521
1254,10,190,2998
1255,26,113,2176
1256,26,100,2289
1257,17,159,952
1258,27,177,3560
1259,16,141,1736
1260,16,103,1809
1261,19,147,1111
1262,11,98,3012
1263,3,8,3254
1264,25,100,3871
1265,21,186,4816
1266,3,129,1277
1267,8,76,301
1268,10,85,141
1269,3,154,3080
1270,12,181,3378
1271,27,18,444
1272,17,156,4331
1273,7,38,3817
1274,22,116,529
1275,25,138,2372
1276,17,169,2562
1277,2,200,288
1278,10,153,2796
1279,25,16,996
1280,22,10,3881
1281,8,115,1214
1282,14,147,3193
1283,27,154,3620
1284,11,121,771
1285,15,21,1578
1286,20,56,3828
1287,18,187,4855
1288,22,54,3892
1289,11,25,2149
1290,21,126,1363
1291,7,177,1042
1292,6,11,2589
1293,14,32,477
1294,14,137,2594
1295,28,157,3264
1296,9,192,2766
1297,25,111,2710
1298,15,91,237
1299,17,14,3936
1300,12,36,562
1301,10,162,352
1302,19,50,882
1303,9,148,2416
1304,30,81,1769
1305,9,100,2981
1306,27,123,758
1307,18,106,1121
1308,2,9,1424
1309,6,173,4319
1310,27,176,2691
1311,13,130,2522
1312,25,120,2518
1313,4,129,2344
1314,17,149,1699
1315,8,41,4028
1316,5,80,823
1317,1,25,3238
1318,16,125,3506
1319,3,149,2751
1320,12,103,639
1321,17,69,2298
1322,19,112,1486
1323,3,128,2769
1324,14,61,823
1325,14,166,3139
1326,10,41,3711
1327,9,54,3317
1328,26,174,613
1329,13,76,1589
1330,24,195,2850
1331,17,195,1029
1332,22,172,4290
1333,28,158,3422
1334,10,184,3110
1335,22,155,2845
1336,16,139,3162
1337,16,74,309
1338,19,128,2348
1339,2,80,3084
1340,26,129,332
1341,29,84,4544
1342,16,122,2799
1343,14,109,4138
1344,30,164,382
1345,15,63,3616
1346,11,184,2253
1347,29,197,1197
1348,24,183,651
1349,6,33,4768
1350,11,54,702
1351,24,127,2778
1352,11,30,1870
1353,28,180,784
1354,18,194,3053
1355,10,185,1558
1356,27,58,2876
1357,19,133,3623
1358,1,75,2838
1359,15,185,1796
1360,6,169,1275
1361,24,24,3069
1362,5,142,857
1363,29,136,1991
1364,22,144,3960
1365,14,165,344
1366,5,173,3946
1367,19,200,3481
1368,14,54,1945
1369,1,16,2331
1370,28,75,3367
1371,8,194,764
1372,9,41,3449
1373,1,62,1551
1374,2,46,1946
1375,24,175,2792
1376,20,160,3308
1377,8,79,1533
1378,18,100,172
1379,1,195,1353
1380,28,8,2780
1381,21,179,361
1382,20,168,2905
1383,22,16,2073
1384,10,93,373
1385,9,96,4866
1386,1,200,3205
1387,26,181,2332
1388,30,54,4462
1389,18,98,940
1390,1,118,1506
1391,13,114,290
1392,28,181,1288
1393,3,193,4690
1394,27,50,3563
1395,20,18,1556
1396,16,174,864
1397,6,99,4971
1398,29,4,393
1399,8,159,839
1400,10,191,4529
1401,9,147,2753
1402,10,174,3809
1403,16,142,4868
1404,23,79,3282
1405,30,34,133
1406,9,105,4031
1407,14,128,4289
1408,18,46,3383
1409,3,165,1752
1410,27,198,3096
1411,17,80,2935
1412,23,72,3183
1413,6,7,581
1414,17,197,3846
1415,27,95,1875
1416,1,49,306
1417,5,84,1370
1418,3,138,2294
1419,28,36,3009
1420,21,150,2503
1421,30,175,2463
1422,4,192,3889
1423,26,179,3559
1424,20,158,1849
1425,24,30,1580
1426,22,133,4529
1427,29,198,2054
1428,9,14,1050
1429,10,119,4986
1430,25,65,4254
1431,18,174,4454
1432,26,68,3043
1433,20,157,4209
1434,30,127,372
1435,12,46,3634
1436,6,127,2566
1437,18,112,1576
1438,25,29,2956
1439,21,113,3838
1440,1,121,255
1441,2,158,543
1442,12,122,4001
1443,1,123,403
1444,15,18,465
1445,3,73,2622
1446,19,58,1915
1447,1,70,721
1448,20,27,1151
1449,17,5,932
1450,5,194,4925
1451,16,45,3410
1452,15,73,2458
1453,25,6,1780
1454,3,200,1742
1455,13,45,2411
1456,5,44,4812
1457,6,99,393
1458,30,72,1747
1459,5,64,4419
1460,3,132,3954
1461,7,133,2794
1462,30,179,515
1463,6,55,4335
1464,7,192,2541
1465,16,7,2524
1466,15,189,2061
1467,5,94,3056
1468,9,29,2551
1469,9,40,1206
1470,11,23,1542
1471,3,14,2323
1472,16,127,110
1473,23,139,3098
1474,21,11,4488
1475,5,200,3303
1476,15,188,4929
1477,20,40,2857
1478,19,166,1978
1479,17,125,4900
1480,29,114,937
1481,18,135,4789
1482,24,111,4698
1483,22,54,170
1484,21,34,1284
1485,19,10,158
1486,29,163,1797
1487,28,146,1343
1488,12,78,2805
1489,13,16,3945
1490,29,35,4656
1491,5,146,3226
1492,25,9,4972
1493,2,172,3496
1494,7,172,3438
1495,28,20,841
1496,5,49,1215
1497,27,135,3809
1498,30,8,4472
1499,19,190,4288
1500,18,152,3126
1501,1,39,2509
1502,18,13,2282
1503,12,162,3723
1504,28,131,4559
1505,11,36,4439
1506,24,193,4655
1507,7,60,4040
1508,29,47,4483
1509,22,138,4636
1510,26,189,2115
1511,8,173,4021
1512,15,134,673
1513,9,176,635
1514,9,121,3413
1515,23,189,4519
1516,22,168,4251
1517,15,180,1799
1518,20,34,1325
1519,11,133,682
1520,17,160,3192
1521,2,179,4946
1522,12,111,4411
1523,15,1,3299
1524,19,173,2782
1525,10,13,1747
